game_ID,team_ID,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5
3325741387,1,29,117,238,61,31
3325298155,1,516,90,55,141,16
3329216618,1,31,51,18,40,117
3325562798,1,53,16,91,92,18
3276082388,1,31,119,154,8,3
3283697742,1,89,24,84,64,238
3228196248,1,114,55,51,-1,1
3328076986,1,134,19,238,18,31
3323442409,1,236,18,122,31,117
3319441119,1,57,31,105,90,64
3263331345,1,11,238,236,421,150
3326346692,1,113,29,497,103,40
3230623742,1,58,51,157,105,421
3324155100,1,53,19,141,84,51
3318820361,1,55,31,29,40,18
3275942117,1,268,238,122,53,5
3250588648,1,114,51,24,117,8
3319715822,1,119,75,105,157,122
3330134587,1,119,59,412,11,92
3243187691,1,154,157,67,1,3
3319504763,1,25,122,11,99,90
3313871700,1,114,122,99,11,23
3328007564,1,40,31,238,164,29
3288405925,1,122,8,75,154,266
3331121626,1,55,141,29,157,42
3264021701,1,90,157,141,119,154
3272272302,1,21,154,64,31,126
3300517697,1,53,19,238,498,122
3327231780,1,67,31,35,157,141
3262821388,1,20,240,25,84,114
3330161935,1,19,40,119,157,69
3255360670,1,53,154,498,240,122
3301391824,1,29,53,57,157,40
3326857244,1,53,40,164,90,157
3308173394,1,41,119,29,105,53
3324583766,1,117,57,103,40,154
3286830044,1,86,59,154,157,25
3321180520,1,19,53,55,238,122
3324574640,1,122,59,75,64,154
3331074547,1,157,29,31,238,40
3301419496,1,201,31,75,157,53
3251769268,1,7,122,157,119,154
3270340382,1,157,16,122,64,50
3327749176,1,157,23,105,11,40
3313524001,1,105,141,40,154,119
3224911519,1,154,134,114,55,157
3330156484,1,19,17,45,67,157
3328312961,1,90,31,122,238,84
3319265700,1,6,53,157,31,103
3269653607,1,498,122,8,11,134
3260906125,1,122,19,154,114,59
3328785302,1,154,117,55,122,19
3223703864,1,427,154,117,157,119
3322654390,1,45,18,122,25,141
3328234136,1,119,63,105,64,31
3325627631,1,11,516,53,31,122
3284532496,1,238,51,497,17,63
3272381153,1,51,141,154,31,105
3326082621,1,53,117,40,33,29
3311958899,1,57,40,-1,31,35
3312573466,1,75,51,240,157,238
3312431187,1,92,11,157,154,114
3302194558,1,64,16,81,119,75
3251662809,1,114,157,19,238,55
3326240768,1,64,53,119,141,114
3318103812,1,16,238,497,99,154
3301012424,1,114,119,105,33,157
3267392992,1,141,51,67,238,114
3267391330,1,85,497,114,92,134
3269018594,1,238,96,31,157,119
3328964815,1,53,238,31,498,154
3302107954,1,103,53,24,51,31
3319750527,1,117,92,134,154,498
3327854927,1,31,9,106,24,122
3330005841,1,29,143,114,31,122
3327312174,1,29,40,55,141,31
3311878126,1,141,119,114,40,55
3327750180,1,122,19,89,119,53
3313101016,1,157,105,412,141,67
3328394869,1,53,141,31,126,134
3303374774,1,75,157,119,141,154
3319414022,1,157,202,106,63,3
3327719813,1,81,31,141,119,154
3250489148,1,154,157,117,64,23
3268526507,1,240,90,154,51,31
3328159295,1,412,55,119,29,105
3318805980,1,31,238,57,16,18
3268995334,1,238,92,141,53,150
3320709530,1,141,29,17,18,82
3302460478,1,122,7,53,31,61
3328089735,1,10,117,96,18,40
3317176408,1,412,134,90,119,126
3326483498,1,122,1,29,18,238
3317905544,1,119,238,90,245,412
3294950911,1,63,17,141,238,498
3323672407,1,154,122,141,238,79
3315734875,1,40,75,31,1,238
3328387679,1,154,40,31,53,117
3268456088,1,38,121,157,58,104
3326636755,1,60,18,154,7,497
3323845047,1,17,157,122,117,64
3327944229,1,75,201,105,67,24
3316921960,1,141,17,136,238,91
3322474567,1,40,122,51,157,59
3319758452,1,119,25,29,18,58
3325673179,1,8,121,240,16,38
3322820449,1,157,17,57,122,238
3329720081,1,67,141,122,40,157
3322401093,1,11,114,23,154,157
3270417825,1,240,38,412,53,121
3306370662,1,429,412,141,53,29
3317423113,1,53,154,157,238,122
3326082547,1,80,16,157,40,498
3268177018,1,8,141,238,84,201
3329055593,1,119,40,114,31,33
3264282808,1,45,21,23,5,420
3326077834,1,18,40,105,122,31
3330226790,1,105,16,157,122,53
3282320058,1,141,23,10,122,35
3219601300,1,157,498,122,238,55
3329689529,1,105,53,6,29,64
3312604936,1,238,40,157,31,55
3329778948,1,122,117,103,29,75
3330058470,1,18,497,113,90,122
3264294396,1,80,157,141,51,266
3328613861,1,202,59,64,53,75
3318380700,1,75,67,157,122,238
3324415951,1,11,117,29,157,498
3327315341,1,75,42,1,114,40
3321064899,1,122,53,90,516,498
3272172999,1,29,23,238,51,202
3279667560,1,6,119,79,115,141
3317866875,1,79,7,75,40,117
3324563211,1,75,51,57,157,53
3330795683,1,67,40,157,103,90
3326573564,1,75,37,99,19,64
3329414334,1,119,114,105,11,63
3324518365,1,157,154,60,38,7
3324244777,1,67,7,53,240,157
3326699508,1,90,40,64,122,157
3320957193,1,126,40,412,105,18
3282436590,1,75,57,11,119,31
3323121160,1,154,412,84,238,516
3284933630,1,75,150,114,154,31
3321831849,1,157,238,51,141,122
3330844042,1,18,23,55,53,17
3328015188,1,29,53,122,64,105
3308177850,1,84,141,114,119,6
3326588233,1,27,40,141,17,31
3265468475,1,20,154,3,29,126
3326269913,1,157,75,84,90,32
3322506068,1,238,21,150,516,7
3324782051,1,157,40,117,31,29
3326395910,1,240,119,11,-1,67
3324782657,1,102,40,58,84,202
3326030906,1,11,134,29,516,122
3325725264,1,157,17,131,24,120
3326493514,1,157,90,39,64,126
3329518491,1,141,202,80,238,157
3308441904,1,157,61,63,122,238
3323211469,1,75,29,154,7,40
3239070398,1,107,23,498,157,11
3321515466,1,38,19,157,141,113
3326854781,1,154,31,34,67,40
3304019968,1,117,119,134,126,31
3310823148,1,91,122,201,103,238
3324255773,1,119,75,40,11,157
3291914262,1,19,23,157,201,154
3292340308,1,157,64,17,119,122
3315936069,1,18,90,58,53,119
3319805911,1,141,117,80,105,267
3329260934,1,31,29,38,92,18
3324626165,1,55,29,420,11,5
3234757204,1,67,420,11,154,3
3320809546,1,157,114,238,201,11
3324780567,1,141,114,497,122,157
3329580241,1,18,113,154,31,412
3284258021,1,141,51,75,64,238
3322667384,1,31,38,17,429,55
3329911332,1,157,18,23,40,84
3323195724,1,53,105,150,18,64
3266491878,1,23,122,119,11,126
3329967399,1,122,90,117,53,119
3286156157,1,114,42,202,64,11
3315822557,1,31,157,516,6,122
3255771424,1,35,51,38,122,103
3326141082,1,60,117,38,29,497
3323137521,1,6,114,75,64,67
3326748877,1,35,61,64,53,90
3329353675,1,67,81,154,114,238
3307247426,1,1,122,53,134,40
3303786715,1,122,51,99,119,412
3330222933,1,254,33,55,-1,498
3330770893,1,31,412,238,240,45
3324617026,1,7,516,201,122,141
3317579194,1,82,19,103,99,51
3329677664,1,117,18,75,31,157
3327949426,1,53,238,117,40,157
3329680381,1,157,141,114,67,31
3250363663,1,51,25,84,17,154
3226806009,1,134,7,8,79,60
3329228498,1,412,-1,113,114,57
3325674063,1,32,122,117,67,516
3326546339,1,24,119,18,157,29
3326246642,1,67,1,18,238,19
3279357309,1,157,122,84,202,498
3321453495,1,238,31,18,516,119
3325742062,1,24,498,122,40,113
3305781267,1,75,29,90,238,497
3285380402,1,121,154,122,6,51
3327551622,1,122,105,53,157,238
3317802158,1,63,150,40,85,131
3325670011,1,45,141,267,498,202
3266840374,1,157,238,126,61,51
3221701644,1,119,134,122,85,33
3319204057,1,31,498,114,7,150
3281128431,1,75,27,141,51,202
3306840599,1,57,412,157,-1,53
3316748027,1,1,154,31,122,90
3325896401,1,40,113,157,23,238
3247965116,1,67,51,103,154,83
3316398607,1,19,40,117,31,25
3287106802,1,31,7,119,154,141
3320521537,1,157,141,16,122,154
3329924078,1,19,18,57,113,40
3329211150,1,141,122,136,29,40
3324772380,1,420,157,33,53,55
3327879350,1,31,18,69,114,157
3284381729,1,141,57,31,105,117
3325790087,1,92,55,40,18,103
3324238753,1,29,117,18,498,40
3321806088,1,11,38,40,516,117
3329913611,1,412,24,141,51,55
3314306079,1,254,40,114,117,67
3324729386,1,119,33,238,80,40
3331236806,1,3,86,113,29,238
3331280831,1,61,29,98,238,114
3320876986,1,24,105,17,119,75
3329494278,1,40,498,67,141,91
3307395806,1,245,122,119,38,17
3262208126,1,103,23,141,11,114
3326223439,1,164,3,117,154,40
3274396494,1,29,103,35,119,157
3318818090,1,238,11,113,18,134
3317777020,1,154,157,141,238,11
3282212583,1,31,53,122,6,141
3320658926,1,29,11,90,75,55
3328245104,1,119,420,141,157,238
3317614495,1,31,57,40,92,67
3331347853,1,31,154,16,40,18
3302077245,1,63,412,114,15,245
3328983490,1,33,18,154,141,31
3297576599,1,25,420,53,105,141
3331384849,1,99,245,122,119,75
3320877088,1,122,29,96,40,154
3325624093,1,40,119,105,57,8
3326758313,1,18,40,11,105,29
3253564836,1,63,29,19,51,69
3325664571,1,18,164,238,516,157
3295009462,1,29,238,91,31,19
3317172998,1,122,157,134,53,29
3321027967,1,157,91,134,516,29
3324589542,1,38,-1,31,122,29
3259160655,1,236,154,29,121,157
3328296398,1,51,17,53,117,103
3308346611,1,122,157,64,119,18
3321325107,1,105,25,12,18,40
3327832510,1,119,131,122,51,19
3327595533,1,11,83,53,8,498
3290664826,1,11,154,157,31,92
3321531767,1,25,40,16,19,113
3317340805,1,122,119,117,19,34
3325615387,1,92,90,19,117,18
3322511851,1,54,35,29,420,53
3317898878,1,114,122,412,29,105
3325311159,1,29,498,40,17,55
3260259521,1,122,38,8,157,51
3327225092,1,92,53,18,90,64
3329833009,1,238,122,5,245,82
3315601672,1,-1,18,29,420,31
3279719887,1,157,-1,53,154,-1
3329492475,1,103,113,11,122,38
3329500269,1,75,29,19,105,412
3327869045,1,122,24,238,51,74
3290831630,1,105,18,6,31,51
3324652094,1,67,245,62,40,7
3320572879,1,31,90,84,2,113
3309343856,1,75,11,40,154,122
3317895947,1,51,122,7,516,498
3216939712,1,105,157,75,-1,117
3321671444,1,103,80,105,119,90
3327358725,1,157,122,11,18,90
3244802408,1,51,154,58,114,238
3327598639,1,29,67,31,134,497
3324889346,1,103,18,74,25,29
3240284160,1,114,117,85,154,119
3323216653,1,117,238,119,40,18
3331381617,1,238,157,154,31,122
3321324198,1,75,245,412,55,157
3324651443,1,64,238,29,141,53
3277933669,1,154,92,141,157,238
3326496896,1,23,64,7,154,40
3331069861,1,114,75,41,39,40
3289039292,1,17,99,122,119,53
3318374371,1,103,11,19,64,53
3330217283,1,238,105,74,33,31
3301413431,1,157,29,57,122,6
3327316674,1,122,23,53,114,105
3321672193,1,67,119,39,516,105
3310168746,1,122,25,113,103,105
3303883973,1,40,51,122,75,412
3269477321,1,154,55,119,25,17
3309453269,1,114,53,96,164,29
3287761275,1,202,75,67,19,141
3294903937,1,238,11,154,67,64
3278010305,1,154,117,67,420,51
3330986255,1,31,238,122,412,141
3268888646,1,141,157,420,114,92
3277457085,1,38,141,154,28,114
3289403713,1,53,238,11,154,31
3315732296,1,53,122,18,115,238
3329069191,1,34,238,157,89,164
3329073278,1,75,238,23,157,31
3293749934,1,7,31,57,117,40
3281968936,1,141,157,107,63,36
3324258454,1,40,29,113,157,516
3324836763,1,114,122,516,105,75
3266603484,1,238,105,122,11,86
3329612694,1,412,9,157,141,150
3306359927,1,157,114,31,119,53
3299227564,1,19,154,114,25,3
3285299471,1,119,498,61,31,53
3328004551,1,122,86,141,238,157
3326037087,1,114,29,157,131,412
3317667534,1,90,85,-1,40,134
3279231742,1,31,141,51,154,86
3328917555,1,63,11,420,150,157
3325314321,1,24,117,412,105,11
3317013802,1,157,53,119,22,11
3331289412,1,154,141,254,40,126
3261968095,1,105,51,238,157,38
3329828632,1,75,38,141,53,40
3250069451,1,202,266,55,154,51
3284339873,1,238,63,126,75,119
3328145648,1,29,238,11,60,421
3317511847,1,40,121,84,113,117
3311063180,1,57,134,114,154,7
3327581796,1,75,113,497,266,31
3266255482,1,90,7,498,122,157
3233143241,1,154,157,114,105,498
3331374507,1,238,18,16,29,498
3238718804,1,3,90,498,7,268
3305976224,1,113,29,31,57,154
3316008786,1,75,245,119,122,86
3301963014,1,157,163,122,31,29
3329780693,1,105,18,75,40,29
3321626713,1,92,238,31,25,67
3326589632,1,40,18,157,57,29
3328303420,1,119,40,131,16,122
3245107911,1,5,11,51,50,110
3325936396,1,117,29,57,154,114
3321568509,1,236,122,31,53,29
3309263409,1,59,117,40,18,498
3324718570,1,25,141,40,114,7
3235695385,1,17,51,64,63,61
3284391251,1,6,55,157,24,64
3324361496,1,238,31,157,11,53
3322394750,1,11,122,12,40,103
3330176454,1,17,25,23,24,61
3320720810,1,8,157,17,154,238
3313252600,1,141,40,31,57,53
3331392089,1,31,40,238,96,141
3292693759,1,11,53,40,31,83
3305894147,1,31,238,114,84,67
3265701677,1,122,157,114,154,53
3317250013,1,114,51,3,238,154
3329110897,1,40,63,84,75,1
3312770714,1,31,8,40,157,11
3322306790,1,29,157,92,117,119
3274610932,1,119,17,412,1,11
3234930870,1,90,75,105,41,119
3324447480,1,25,75,103,29,105
3330026579,1,29,157,412,40,119
3302346568,1,432,53,6,25,157
3287705733,1,75,31,51,154,32
3330081688,1,40,12,18,6,117
3324424920,1,29,40,117,37,62
3323999361,1,29,23,238,13,18
3327700585,1,40,238,51,136,31
3329077236,1,53,57,245,29,64
3328007236,1,6,45,119,56,80
3315688469,1,497,31,516,141,114
3323363479,1,238,143,113,122,18
3318905674,1,40,31,164,37,82
3315913156,1,11,119,53,24,19
3320025615,1,238,57,31,119,79
3307536052,1,40,91,122,92,103
3266926653,1,157,24,141,19,143
3215509559,1,157,35,202,90,498
3331249237,1,5,497,105,119,238
3298173257,1,19,498,157,134,31
3302436744,1,57,96,38,117,119
3325730840,1,55,113,-1,497,79
3287187559,1,53,157,31,119,75
3327294256,1,53,59,238,516,105
3221215242,1,114,35,157,51,498
3317165890,1,40,154,238,75,31
3269273940,1,53,119,21,51,19
3309618306,1,36,238,80,31,157
3330126582,1,412,23,266,74,89
3322670849,1,35,53,498,29,23
3291830238,1,122,53,51,64,38
3327837653,1,90,141,64,238,154
3283633181,1,141,57,27,38,150
3328053915,1,64,498,238,122,157
3318097138,1,31,59,119,141,40
3326576604,1,164,122,29,28,131
3318877157,1,114,134,51,29,420
3322615253,1,18,29,238,122,420
3329969140,1,61,412,23,31,24
3327494375,1,164,63,53,516,131
3325721197,1,67,432,55,157,33
3329939839,1,75,105,157,24,122
3317576461,1,119,31,57,63,122
3328983065,1,157,7,420,67,53
3231040001,1,67,157,114,55,119
3273729131,1,238,154,498,53,80
3316157810,1,117,18,75,516,238
3244749271,1,45,43,53,11,122
3319960685,1,117,31,157,516,67
3284209940,1,11,238,157,114,14
3330475842,1,105,141,53,64,157
3311675251,1,141,117,497,53,90
3318109788,1,81,89,141,64,126
3294886095,1,141,157,122,16,59
3318108603,1,18,238,114,90,40
3255961585,1,7,266,154,51,157
3275786409,1,103,154,31,53,157
3304311995,1,103,119,22,29,53
3327598193,1,157,29,113,141,39
3282433739,1,154,-1,103,31,157
3313191055,1,122,53,238,154,119
3226292043,1,122,53,29,420,157
3330161710,1,498,157,105,119,40
3278008703,1,24,53,114,238,202
3222529935,1,17,157,105,498,117
3326148610,1,114,53,31,497,81
3309612322,1,16,157,117,40,18
3322454614,1,79,154,122,141,16
3329358213,1,-1,29,38,92,96
3312059707,1,40,55,497,69,122
3323498241,1,154,57,412,79,157
3326612489,1,238,31,40,29,75
3259019626,1,29,80,117,412,51
3313106109,1,157,119,31,16,40
3326347583,1,84,31,157,53,18
3267031209,1,121,267,80,107,38
3316945562,1,119,157,141,105,11
3241383107,1,154,427,42,412,51
3312123321,1,117,121,59,8,40
3289289711,1,80,420,67,105,31
3328247514,1,157,105,18,266,122
3323889772,1,157,60,133,119,117
3217589928,1,119,99,64,122,154
3303379066,1,119,40,96,43,117
3306465860,1,131,157,114,53,266
3331285796,1,154,141,122,55,11
3327800456,1,99,33,122,16,57
3316406047,1,32,51,154,1,157
3330479402,1,40,8,53,67,141
3292896192,1,154,17,238,157,53
3324242923,1,238,18,122,157,141
3265928411,1,238,157,17,154,122
3253924647,1,114,29,157,412,238
3324443877,1,412,67,122,141,114
3326116719,1,122,11,245,516,63
3301850525,1,39,119,55,104,1
3319546683,1,29,117,113,114,16
3290777532,1,25,1,32,58,53
3327312010,1,61,26,157,17,31
3320051946,1,75,11,16,31,238
3327610337,1,117,18,31,59,154
3324146169,1,40,238,44,51,114
3326043785,1,11,122,498,157,119
3318197991,1,516,90,16,75,53
3330024158,1,17,67,75,61,122
3243082092,1,157,498,119,114,122
3235309758,1,119,11,105,157,51
3320851176,1,67,31,238,92,18
3316322780,1,38,119,53,96,31
3327718396,1,429,40,18,59,1
3299234673,1,23,238,122,114,74
3322602664,1,516,18,238,105,40
3329839288,1,90,119,154,113,117
3302071661,1,238,29,412,-1,31
3317787619,1,90,11,498,516,17
3321018109,1,157,29,53,141,64
3223290951,1,92,51,157,122,105
3323370959,1,141,80,31,38,53
3315412105,1,63,16,238,53,55
3325553193,1,18,40,38,31,126
3328141365,1,51,75,122,131,157
3326119237,1,114,119,53,40,126
3325685989,1,29,119,11,64,90
3328235240,1,105,40,29,33,80
3330180113,1,105,16,223,122,117
3289006903,1,141,114,29,119,113
3320850955,1,16,59,134,31,40
3319748319,1,119,429,57,29,117
3234059596,1,53,115,21,157,114
3326193583,1,18,238,126,134,31
3328486695,1,33,29,69,19,80
3329563419,1,67,122,16,18,6
3323362612,1,38,18,157,57,40
3315752037,1,516,54,31,238,141
3249769704,1,55,498,421,154,238
3317912669,1,157,61,31,412,40
3327837624,1,69,238,29,90,10
3326864620,1,92,24,119,141,105
3329803754,1,29,119,31,113,40
3313165082,1,154,59,57,245,119
3329220866,1,117,29,157,25,40
3322768181,1,157,119,29,268,67
3325500090,1,67,19,238,141,516
3299084909,1,53,498,17,11,134
3329051759,1,141,11,114,157,92
3255654178,1,119,31,92,91,122
3315342862,1,114,53,157,40,119
3322868322,1,101,53,238,64,154
3311426192,1,40,157,64,122,31
3262708423,1,84,64,53,67,131
3325085865,1,143,86,64,67,105
3329772214,1,31,141,121,38,117
3308513843,1,67,122,86,245,119
3318267032,1,103,84,157,40,497
3317355528,1,80,84,31,67,68
3329175192,1,29,119,105,134,98
3254912365,1,28,114,154,39,117
3330227276,1,114,1,516,117,40
3327944964,1,157,122,238,412,11
3263249117,1,154,38,28,25,114
3328301867,1,53,51,31,91,122
3313267702,1,117,119,29,238,122
3303898793,1,240,141,75,29,31
3329790366,1,427,21,497,-1,32
3327705516,1,141,86,8,412,119
3329107581,1,117,114,105,134,157
3323971976,1,67,11,64,63,105
3247303249,1,11,64,53,238,67
3326384613,1,121,1,238,38,23
3287222169,1,119,90,6,114,38
3330762630,1,29,40,24,16,117
3265050398,1,119,238,498,122,29
3325897581,1,18,122,238,58,51
3331484437,1,114,19,429,113,90
3330499442,1,113,67,25,122,31
3330060912,1,119,18,117,238,114
3324615389,1,11,119,29,32,18
3326576045,1,11,117,29,6,497
3308789298,1,31,75,202,122,141
3329962851,1,29,498,83,31,33
3331346458,1,498,141,238,40,31
3324425197,1,53,121,119,11,117
3320932843,1,141,23,157,105,245
3278312613,1,202,67,35,117,238
3329984316,1,24,55,420,90,141
3321061383,1,157,67,516,75,40
3290597418,1,3,122,157,201,64
3308333708,1,28,119,67,122,31
3321424524,1,240,119,51,6,105
3325512340,1,-1,-1,40,115,498
3325625745,1,29,238,31,40,84
3326433696,1,29,105,238,122,134
3319603379,1,105,120,114,164,3
3324080760,1,79,134,238,113,63
3325859958,1,40,238,157,29,75
3329876832,1,29,134,53,516,113
3324815704,1,60,222,86,91,17
3315996029,1,498,75,157,86,53
3323947234,1,11,143,40,29,16
3312049555,1,38,16,141,19,18
3327782507,1,86,157,18,64,117
3329025184,1,31,157,19,105,238
3322766054,1,6,19,-1,61,55
3328619886,1,238,90,23,119,11
3328762610,1,18,122,157,64,-1
3286774755,1,412,121,16,161,31
3324142618,1,141,67,89,84,114
3293433107,1,51,157,64,89,238
3258740107,1,157,55,122,7,254
3325615437,1,122,24,236,420,84
3317106616,1,245,122,238,516,32
3320023966,1,29,122,141,92,18
3324926842,1,92,134,31,33,114
3297135322,1,31,69,53,23,157
3317901558,1,90,75,150,76,157
3330163765,1,69,68,18,40,164
3313456397,1,90,6,141,64,40
3317509002,1,119,516,134,238,40
3290192597,1,24,154,119,40,51
3264783460,1,119,157,61,55,236
3321158112,1,75,29,131,119,40
3258236734,1,157,119,92,412,21
3324407665,1,55,67,53,164,157
3326698770,1,57,31,429,122,40
3294376913,1,92,29,141,31,61
3328784743,1,498,157,122,53,238
3324721341,1,38,40,238,117,122
3324315635,1,141,6,238,119,67
3329361038,1,29,11,92,105,498
3323935317,1,31,117,57,412,119
3320654846,1,516,55,31,245,18
3320983283,1,113,33,117,38,11
3317437882,1,40,163,157,29,17
3317502700,1,412,238,31,6,55
3325957489,1,16,136,119,19,114
3311701725,1,238,114,498,35,42
