game_ID,team_ID,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5
3300517697,2,8,157,119,114,18
3327231780,2,31,114,238,53,6
3262821388,2,51,420,23,90,105
3330161935,2,154,18,40,31,119
3255360670,2,154,51,11,157,113
3301391824,2,238,119,40,113,31
3326857244,2,16,134,114,121,53
3308173394,2,103,154,64,19,157
3324583766,2,16,61,40,202,18
3286830044,2,105,6,28,29,122
3321180520,2,7,141,157,114,84
3324574640,2,33,18,154,40,31
3331074547,2,238,40,122,29,18
3301419496,2,53,51,75,105,157
3251769268,2,154,53,102,420,51
3270340382,2,105,122,420,29,141
3327749176,2,238,117,41,122,31
3313524001,2,57,31,29,157,117
3224911519,2,51,157,122,79,11
3330156484,2,60,157,-1,84,122
3328312961,2,113,11,40,119,17
3319265700,2,516,412,141,103,5
3269653607,2,114,154,91,105,23
3260906125,2,11,412,114,51,80
3328785302,2,122,-1,117,59,16
3223703864,2,154,427,114,498,245
3322654390,2,236,40,64,17,238
3328234136,2,121,53,238,412,84
3325627631,2,75,157,105,31,40
3284532496,2,7,86,75,51,31
3272381153,2,90,154,150,31,51
3326082621,2,31,163,75,412,29
3311958899,2,157,57,114,29,31
3312573466,2,31,64,238,122,126
3312431187,2,117,41,157,119,40
3302194558,2,18,117,163,122,92
3251662809,2,29,157,154,117,19
3326240768,2,11,38,51,80,89
3318103812,2,420,76,19,516,105
3301012424,2,6,40,57,31,64
3267392992,2,238,29,498,7,27
3267391330,2,103,-1,150,141,122
3269018594,2,92,238,53,104,51
3328964815,2,238,31,141,516,18
3302107954,2,11,67,86,236,23
3319750527,2,34,33,8,113,119
3327854927,2,18,92,141,31,40
3330005841,2,40,238,17,119,113
3327312174,2,67,40,238,141,157
3311878126,2,6,119,164,105,141
3327750180,2,122,84,23,157,18
3313101016,2,19,81,122,238,105
3328394869,2,40,113,29,31,157
3303374774,2,67,17,238,31,117
3319414022,2,40,75,154,141,516
3327719813,2,34,-1,69,134,-1
3250489148,2,238,154,55,114,117
3268526507,2,240,55,141,11,119
3328159295,2,39,60,31,498,75
3318805980,2,40,117,126,31,157
3268995334,2,154,157,33,84,64
3320709530,2,11,18,516,25,420
3302460478,2,119,31,268,39,122
3328089735,2,29,90,31,7,117
3317176408,2,38,40,29,31,113
3326483498,2,31,40,157,238,154
3317905544,2,516,75,141,35,34
3294950911,2,141,17,53,122,134
3323672407,2,7,53,119,105,29
3315734875,2,53,31,63,119,113
3328387679,2,238,245,69,16,40
3268456088,2,119,23,91,238,5
3326636755,2,429,117,29,31,119
3323845047,2,33,90,40,238,11
3327944229,2,19,122,31,63,238
3316921960,2,412,238,105,122,50
3322474567,2,40,114,157,16,15
3319758452,2,412,5,57,75,40
3325673179,2,31,154,236,55,64
3322820449,2,154,40,240,18,119
3329720081,2,75,31,141,40,53
3322401093,2,238,157,58,79,40
3270417825,2,117,92,119,412,31
3306370662,2,40,119,96,412,126
3317423113,2,122,57,202,12,105
3326082547,2,238,61,33,19,40
3268177018,2,24,21,154,16,10
3329055593,2,29,40,18,79,126
3264282808,2,115,114,105,11,238
3326077834,2,134,63,238,29,24
3330226790,2,157,119,51,31,238
3282320058,2,131,11,122,58,238
3219601300,2,154,157,134,57,238
3329689529,2,55,81,114,36,29
3312604936,2,117,105,16,119,114
3329778948,2,238,29,33,50,240
3330058470,2,164,141,122,119,45
3264294396,2,3,67,23,117,122
3328613861,2,34,122,86,420,75
3318380700,2,40,11,114,55,18
3324415951,2,53,84,18,117,141
3327315341,2,117,16,92,31,122
3321064899,2,31,67,157,122,53
3272172999,2,105,245,122,24,157
3279667560,2,75,33,157,122,31
3317866875,2,61,40,117,122,92
3324563211,2,29,117,154,63,134
3330795683,2,117,141,19,157,75
3326573564,2,63,31,157,420,122
3329414334,2,157,90,412,6,141
3324518365,2,238,29,122,157,40
3324244777,2,53,23,222,238,17
3326699508,2,122,92,119,141,40
3320957193,2,113,157,122,89,85
3282436590,2,121,154,19,92,202
3323121160,2,131,55,16,516,84
3284933630,2,-1,119,157,141,21
3321831849,2,39,51,105,119,113
3330844042,2,75,24,53,89,64
3328015188,2,122,53,42,64,134
3308177850,2,105,45,17,236,9
3326588233,2,19,127,141,29,31
3265468475,2,420,245,141,201,498
3326269913,2,75,31,16,122,23
3322506068,2,40,29,122,157,105
3324782051,2,31,40,113,117,114
3326395910,2,157,18,23,238,31
3324782657,2,99,29,75,141,134
3326030906,2,117,8,238,91,53
3325725264,2,236,45,157,122,238
3326493514,2,53,141,63,122,157
3329518491,2,-1,141,29,238,122
3308441904,2,23,119,157,154,63
3323211469,2,117,157,122,114,36
3239070398,2,238,114,2,105,53
3321515466,2,18,64,154,141,72
3326854781,2,18,240,31,122,103
3304019968,2,157,18,114,238,86
3310823148,2,40,157,24,114,16
3324255773,2,31,40,119,516,157
3291914262,2,115,141,50,105,53
3292340308,2,141,40,122,55,31
3315936069,2,119,516,29,113,23
3319805911,2,114,40,122,157,60
3329260934,2,141,92,105,238,25
3324626165,2,7,5,99,53,420
3234757204,2,122,157,51,105,75
3320809546,2,53,85,122,40,121
3324780567,2,55,75,40,53,11
3329580241,2,31,57,40,117,113
3284258021,2,498,157,31,6,154
3322667384,2,516,245,141,203,18
3329911332,2,29,40,31,18,69
3323195724,2,238,498,74,53,105
3266491878,2,103,27,119,238,412
3329967399,2,67,53,86,11,4
3286156157,2,126,119,61,53,31
3315822557,2,6,238,157,117,90
3255771424,2,122,114,80,157,36
3326141082,2,40,516,119,76,18
3323137521,2,84,45,122,238,141
3326748877,2,75,31,18,122,157
3329353675,2,122,420,105,53,238
3307247426,2,114,21,122,92,81
3303786715,2,157,11,53,119,39
3330222933,2,17,64,157,29,23
3330770893,2,31,119,64,498,40
3324617026,2,40,157,29,238,57
3317579194,2,238,53,64,51,21
3329677664,2,31,119,38,40,105
3327949426,2,6,154,55,59,11
3329680381,2,90,119,240,238,141
3250363663,2,114,420,23,17,122
3226806009,2,427,122,117,154,29
3329228498,2,12,113,40,29,154
3325674063,2,29,103,238,119,141
3326546339,2,31,105,67,103,39
3326246642,2,17,84,11,80,16
3279357309,2,90,51,20,122,19
3321453495,2,105,114,90,154,141
3325742062,2,63,238,23,75,16
3305781267,2,64,122,16,31,201
3285380402,2,31,238,63,6,254
3327551622,2,40,238,55,157,92
3317802158,2,134,17,154,122,11
3325670011,2,498,11,105,122,61
3266840374,2,154,498,114,134,122
3221701644,2,498,117,51,58,134
3319204057,2,105,21,31,53,40
3281128431,2,20,157,154,84,498
3306840599,2,55,23,134,75,119
3316748027,2,92,119,18,154,105
3325896401,2,29,119,18,59,75
3247965116,2,157,238,114,55,21
3316398607,2,126,92,31,57,40
3287106802,2,75,6,57,7,119
3320521537,2,164,29,134,31,53
3329924078,2,67,40,29,18,141
3329211150,2,121,119,53,122,134
3324772380,2,58,67,122,157,59
3327879350,2,157,91,238,31,90
3284381729,2,53,40,154,31,23
3325790087,2,40,31,122,141,113
3324238753,2,113,498,119,114,59
3321806088,2,40,58,29,238,117
3329913611,2,11,122,18,39,19
3314306079,2,19,16,90,75,122
3324729386,2,55,164,67,79,31
3331236806,2,157,19,90,114,122
3331280831,2,90,117,18,157,40
3320876986,2,157,498,38,31,53
3329494278,2,119,31,16,57,-1
3307395806,2,157,122,23,412,84
3262208126,2,17,119,23,154,157
3326223439,2,119,238,29,120,105
3274396494,2,119,25,51,105,10
3318818090,2,67,29,141,157,238
3317777020,2,134,238,141,154,11
3282212583,2,202,58,6,31,11
3320658926,2,53,117,31,122,105
3328245104,2,53,238,91,245,31
3317614495,2,59,31,516,154,75
3331347853,2,121,238,141,154,40
3302077245,2,119,-1,157,53,64
3328983490,2,113,18,114,16,55
3297576599,2,84,157,53,64,51
3331384849,2,102,119,157,7,5
3320877088,2,117,31,122,40,80
3325624093,2,122,29,69,157,119
3326758313,2,18,69,40,59,31
3253564836,2,157,122,114,117,119
3325664571,2,141,40,90,122,114
3295009462,2,119,141,23,8,238
3317172998,2,67,17,84,75,117
3321027967,2,119,122,40,80,238
3324589542,2,117,105,38,64,3
3259160655,2,222,34,11,9,122
3328296398,2,89,53,105,122,238
3308346611,2,75,238,25,92,105
3321325107,2,29,40,157,38,16
3327832510,2,238,8,16,86,24
3327595533,2,119,25,157,31,17
3290664826,2,31,83,53,238,154
3321531767,2,103,114,157,154,40
3317340805,2,8,51,119,122,40
3325615387,2,122,236,131,40,57
3322511851,2,157,131,2,119,79
3317898878,2,75,59,114,31,19
3325311159,2,57,31,238,19,114
3260259521,2,154,122,498,29,64
3327225092,2,103,105,23,157,122
3329833009,2,238,28,119,17,18
3315601672,2,83,157,122,7,29
3279719887,2,122,141,45,157,51
3329492475,2,39,117,40,141,18
3329500269,2,19,53,55,238,99
3327869045,2,53,69,238,141,18
3290831630,2,6,3,114,122,238
3324652094,2,90,238,-1,157,114
3320572879,2,103,80,31,53,40
3309343856,2,31,11,53,157,18
3317895947,2,-1,103,114,53,516
3216939712,2,5,103,157,143,3
3321671444,2,11,91,21,53,92
3327358725,2,119,103,114,105,238
3244802408,2,122,157,154,67,164
3327598639,2,31,141,236,114,516
3324889346,2,81,53,157,40,134
3240284160,2,154,157,55,117,122
3323216653,2,122,7,55,117,40
3331381617,2,117,122,18,114,238
3321324198,2,119,11,238,67,31
3324651443,2,67,51,84,110,238
3277933669,2,119,141,238,154,157
3326496896,2,40,64,58,33,121
3331069861,2,31,67,29,90,75
3289039292,2,412,6,157,53,105
3318374371,2,157,19,516,498,53
3330217283,2,16,31,412,157,113
3301413431,2,84,154,51,117,18
3327316674,2,18,119,157,6,55
3321672193,2,6,245,157,236,5
3310168746,2,157,141,412,53,126
3303883973,2,57,238,31,40,119
3269477321,2,122,21,157,19,12
3309453269,2,18,157,40,75,31
3287761275,2,105,11,117,157,59
3294903937,2,157,420,141,119,40
3278010305,2,122,238,25,498,157
3330986255,2,238,103,67,90,119
3268888646,2,121,238,90,157,28
3277457085,2,40,122,11,61,31
3289403713,2,119,157,64,122,154
3315732296,2,45,53,516,75,131
3329069191,2,119,238,202,141,86
3329073278,2,18,516,122,91,90
3293749934,2,40,31,57,38,412
3281968936,2,154,20,91,31,55
3324258454,2,119,80,498,40,157
3324836763,2,40,75,157,59,31
3266603484,2,67,154,64,84,141
3329612694,2,25,121,119,103,105
3306359927,2,6,141,157,51,122
3299227564,2,412,154,105,31,90
3285299471,2,114,157,23,59,6
3328004551,2,40,92,18,11,67
3326037087,2,53,18,64,122,39
3317667534,2,117,92,157,16,202
3279231742,2,154,31,59,6,119
3328917555,2,25,29,141,92,157
3325314321,2,64,238,420,18,122
3317013802,2,141,64,105,122,114
3331289412,2,497,113,8,40,429
3261968095,2,122,114,31,420,58
3329828632,2,61,89,92,21,40
3250069451,2,7,154,41,67,51
3284339873,2,117,202,53,114,154
3328145648,2,105,75,19,122,90
3317511847,2,141,40,238,245,119
3311063180,2,119,117,40,80,57
3327581796,2,31,57,50,90,40
3266255482,2,238,154,114,-1,120
3233143241,2,92,11,154,117,105
3331374507,2,119,18,141,40,157
3238718804,2,122,154,134,114,497
3305976224,2,67,31,69,96,114
3316008786,2,238,55,122,157,53
3301963014,2,141,114,238,64,31
3329780693,2,154,157,84,119,18
3321626713,2,119,105,412,64,122
3326589632,2,117,61,141,40,134
3328303420,2,11,117,57,119,53
3245107911,2,119,238,81,114,157
3325936396,2,238,-1,35,119,157
3321568509,2,53,268,51,67,40
3309263409,2,7,-1,40,117,31
3324718570,2,31,157,268,516,60
3235695385,2,119,121,122,238,28
3284391251,2,74,23,105,119,6
3324361496,2,105,157,24,131,51
3322394750,2,29,412,113,245,31
3330176454,2,53,38,3,238,141
3320720810,2,23,53,157,120,164
3313252600,2,31,29,117,113,39
3331392089,2,29,55,119,238,18
3292693759,2,11,31,67,238,157
3305894147,2,105,53,89,119,75
3265701677,2,134,154,122,29,141
3317250013,2,23,16,141,75,29
3329110897,2,122,157,141,11,154
3312770714,2,53,31,141,67,11
3322306790,2,18,40,31,51,38
3274610932,2,64,157,238,141,51
3234930870,2,114,498,238,92,64
3324447480,2,122,238,23,516,201
3330026579,2,117,79,113,412,141
3302346568,2,134,498,31,80,238
3287705733,2,31,17,119,63,238
3330081688,2,82,39,18,29,117
3324424920,2,114,154,29,122,40
3323999361,2,96,11,141,61,122
3327700585,2,55,122,75,40,31
3329077236,2,105,157,45,23,154
3328007236,2,40,11,157,6,29
3315688469,2,92,42,113,31,40
3323363479,2,31,64,106,29,7
3318905674,2,238,154,31,122,18
3315913156,2,81,26,19,17,61
3320025615,2,516,-1,141,157,31
3307536052,2,61,57,31,85,154
3266926653,2,90,51,122,119,114
3215509559,2,11,39,114,92,157
3331249237,2,75,18,40,53,516
3298173257,2,31,19,498,238,497
3302436744,2,163,154,31,96,60
3325730840,2,134,76,40,81,113
3287187559,2,238,141,103,6,29
3327294256,2,114,11,134,40,122
3221215242,2,25,154,105,122,24
3317165890,2,114,3,238,24,40
3269273940,2,90,240,51,121,122
3309618306,2,131,238,31,20,40
3330126582,2,516,6,67,29,53
3322670849,2,238,154,122,38,201
3291830238,2,64,112,53,17,202
3327837653,2,31,268,157,40,114
3283633181,2,31,8,92,29,75
3328053915,2,154,122,119,53,107
3318097138,2,92,120,40,238,117
3326576604,2,157,122,35,25,89
3318877157,2,238,122,29,141,18
3322615253,2,92,119,85,38,40
3329969140,2,238,131,122,245,157
3327494375,2,141,143,63,53,107
3325721197,2,238,157,5,516,11
3329939839,2,238,75,141,24,157
3317576461,2,63,17,141,6,67
3328983065,2,40,134,238,122,103
3231040001,2,498,51,105,53,59
3273729131,2,61,1,21,114,119
3316157810,2,141,16,53,90,497
3244749271,2,105,51,157,117,114
3319960685,2,90,31,122,119,57
3284209940,2,31,75,157,42,420
3330475842,2,516,157,67,238,119
3311675251,2,154,103,53,119,31
3318109788,2,53,105,31,1,122
3294886095,2,105,420,18,61,157
3318108603,2,498,105,40,18,7
3255961585,2,51,55,11,154,157
3275786409,2,51,31,45,91,105
3304311995,2,6,115,122,266,53
3327598193,2,18,114,119,117,40
3282433739,2,61,157,238,105,154
3313191055,2,51,34,157,5,55
3226292043,2,55,24,154,11,84
3330161710,2,75,122,40,18,143
3278008703,2,24,420,1,157,154
3222529935,2,7,238,157,122,11
3326148610,2,420,55,29,86,96
3309612322,2,117,31,40,29,154
3322454614,2,81,498,245,92,7
3329358213,2,40,18,497,64,498
3312059707,2,40,157,24,238,141
3323498241,2,412,40,18,126,7
3326612489,2,117,11,29,75,55
3259019626,2,119,51,154,114,92
3313106109,2,16,40,8,114,53
3326347583,2,238,31,18,75,157
3267031209,2,60,154,238,133,141
3316945562,2,516,67,157,75,122
3241383107,2,38,119,51,154,117
3312123321,2,63,40,117,53,79
3289289711,2,19,11,119,141,122
3328247514,2,223,238,498,31,117
3323889772,2,90,154,17,121,117
3217589928,2,54,7,62,122,119
3303379066,2,20,114,53,7,412
3306465860,2,157,11,31,114,19
3331285796,2,117,51,236,164,11
3327800456,2,122,114,31,40,18
3316406047,2,202,29,75,238,157
3330479402,2,59,18,238,117,11
3292896192,2,157,6,31,141,10
3324242923,2,79,412,119,38,157
3265928411,2,20,202,25,141,24
3253924647,2,154,61,31,68,412
3324443877,2,53,117,154,516,114
3326116719,2,497,131,122,40,24
3301850525,2,85,5,154,75,51
3319546683,2,18,90,38,119,75
3290777532,2,141,245,119,157,23
3327312010,2,157,53,119,238,114
3320051946,2,45,117,67,238,141
3327610337,2,157,117,40,16,105
3324146169,2,11,117,141,31,103
3326043785,2,18,113,105,238,6
3318197991,2,141,22,516,134,40
3330024158,2,31,67,29,18,53
3243082092,2,3,238,157,119,17
3235309758,2,157,63,245,114,21
3320851176,2,9,157,31,28,105
3316322780,2,154,117,40,58,29
3327718396,2,18,55,29,8,33
3299234673,2,18,114,157,412,121
3322602664,2,154,134,31,103,53
3329839288,2,31,57,16,18,8
3302071661,2,119,117,38,96,31
3317787619,2,516,90,86,40,31
3321018109,2,-1,58,67,516,53
3223290951,2,238,102,60,50,-1
3323370959,2,238,57,8,154,7
3315412105,2,154,516,157,28,122
3325553193,2,516,57,29,238,119
3328141365,2,497,427,8,67,80
3326119237,2,122,-1,24,31,412
3325685989,2,420,31,141,238,64
3328235240,2,29,39,24,33,40
3330180113,2,60,17,34,40,117
3289006903,2,7,31,38,92,18
3320850955,2,16,24,67,40,238
3319748319,2,79,57,136,157,40
3234059596,2,11,117,105,119,154
3326193583,2,40,157,33,-1,67
3328486695,2,31,53,154,90,238
3329563419,2,238,53,84,31,122
3323362612,2,40,412,29,134,18
3315752037,2,-1,122,57,55,90
3249769704,2,103,105,154,67,114
3317912669,2,31,18,516,238,34
3327837624,2,31,238,122,40,75
3326864620,2,157,498,23,497,31
3329803754,2,40,64,117,157,122
3313165082,2,114,40,86,245,53
3329220866,2,157,75,122,67,96
3322768181,2,61,19,64,103,57
3325500090,2,53,64,238,114,117
3299084909,2,86,17,5,51,74
3329051759,2,107,63,57,114,516
3255654178,2,157,55,51,119,154
3315342862,2,25,113,55,31,122
3322868322,2,238,420,90,157,64
3311426192,2,11,31,64,157,150
3262708423,2,51,141,99,64,17
3325085865,2,420,516,44,119,245
3329772214,2,31,117,91,114,40
3308513843,2,141,157,89,238,53
3318267032,2,19,40,157,31,238
3317355528,2,64,122,40,31,117
3329175192,2,16,5,31,105,119
3254912365,2,238,157,497,154,19
3330227276,2,16,119,1,18,31
3327944964,2,67,19,131,53,45
3263249117,2,12,420,32,157,122
3328301867,2,40,113,2,67,18
3313267702,2,157,141,1,105,122
3303898793,2,51,119,134,58,238
3329790366,2,141,154,29,18,11
3327705516,2,23,141,238,157,119
3329107581,2,114,122,53,105,55
3323971976,2,238,17,31,23,89
3247303249,2,53,114,29,154,119
3326384613,2,114,516,53,157,29
3287222169,2,238,122,84,427,64
3330762630,2,119,134,429,31,141
3265050398,2,126,114,412,76,27
3325897581,2,79,114,105,122,157
3331484437,2,16,105,6,157,64
3330499442,2,90,238,6,10,516
3330060912,2,29,67,40,16,117
3324615389,2,114,18,25,96,157
3326576045,2,40,238,117,119,141
3308789298,2,161,53,69,201,238
3329962851,2,31,238,11,23,63
3331346458,2,40,31,117,420,16
3324425197,2,53,75,238,67,141
3320932843,2,67,40,11,157,31
3278312613,2,498,202,56,157,238
3329984316,2,-1,67,55,-1,498
3321061383,2,141,154,63,39,29
3290597418,2,6,122,141,31,114
3308333708,2,119,240,3,157,40
3321424524,2,18,50,40,29,38
3325512340,2,516,53,75,54,105
3325625745,2,103,141,117,55,238
3326433696,2,40,80,29,154,141
3319603379,2,61,113,69,122,516
3324080760,2,113,40,105,516,117
3325859958,2,31,238,40,516,117
3329876832,2,75,8,31,51,157
3324815704,2,238,516,91,86,157
3315996029,2,84,122,157,119,238
3323947234,2,33,92,157,122,18
3312049555,2,119,29,23,238,31
3327782507,2,114,157,497,53,1
3329025184,2,40,90,122,412,141
3322766054,2,31,23,40,59,119
3328619886,2,59,516,107,105,157
3328762610,2,29,157,62,11,90
3286774755,2,29,92,19,157,31
3324142618,2,75,412,420,238,11
3293433107,2,222,11,17,53,84
3258740107,2,154,29,7,92,136
3325615437,2,154,-1,122,38,141
3317106616,2,119,86,53,238,55
3320023966,2,238,53,119,59,141
3324926842,2,29,40,67,141,157
3297135322,2,86,119,131,75,154
3317901558,2,91,114,105,122,11
3330163765,2,157,31,92,67,119
3313456397,2,31,40,119,238,-1
3317509002,2,141,516,67,157,61
3290192597,2,40,113,7,20,29
3264783460,2,236,122,53,157,245
3321158112,2,154,157,67,31,238
3258236734,2,154,53,119,150,122
3324407665,2,19,245,103,141,40
3326698770,2,412,117,141,40,23
3294376913,2,8,31,114,117,53
3328784743,2,53,103,113,58,51
3324721341,2,96,7,114,57,29
3324315635,2,75,238,11,157,3
3329361038,2,114,31,40,157,141
3323935317,2,18,40,113,55,117
3320654846,2,75,240,51,497,40
3320983283,2,29,92,31,117,96
3317437882,2,16,75,141,122,516
3317502700,2,105,31,40,114,16
3325957489,2,29,154,59,157,119
3311701725,2,54,29,141,7,133
3315754399,2,119,516,157,40,16
3318003516,2,31,117,61,40,238
3322760347,2,29,40,16,238,57
