game_ID,team_ID,t2_champ1_sum1,t2_champ1_sum2,t2_champ2_sum1,t2_champ2_sum2,t2_champ3_sum1,t2_champ3_sum2,t2_champ4_sum1,t2_champ4_sum2,t2_champ5_sum1,t2_champ5_sum2
3320255948,2,4,7,4,3,4,11,4,21,12,4
3251773787,2,7,4,21,4,4,12,4,3,11,4
3323959710,2,4,12,4,14,4,7,11,4,4,14
3328970263,2,4,6,4,11,12,4,3,4,7,4
3280406697,2,4,12,11,4,14,4,7,4,3,4
3312136038,2,4,11,21,4,4,3,4,7,12,4
3324943187,2,14,4,4,7,4,12,4,11,4,12
3320053231,2,12,4,4,14,4,3,4,11,7,4
3331278747,2,4,12,3,4,4,11,4,12,4,7
3324413559,2,4,3,4,11,14,4,4,7,12,4
3301019236,2,4,7,11,4,4,12,4,12,4,14
3317722320,2,14,4,4,3,7,4,14,4,11,4
3281070272,2,4,11,21,4,4,14,3,4,7,4
3315989947,2,4,7,14,4,4,3,4,12,11,4
3329267497,2,4,11,4,12,4,3,4,7,4,14
3328514489,2,14,4,7,4,4,3,4,12,11,4
3328257421,2,4,11,3,4,7,4,12,4,21,4
3326370874,2,12,4,4,7,4,14,11,4,4,3
3331236320,2,11,4,4,14,7,4,4,3,4,14
3223426042,2,7,4,11,4,12,4,4,12,3,4
3330026282,2,6,12,14,4,4,7,4,3,11,4
3314482201,2,4,11,12,4,7,4,3,4,12,4
3297858354,2,3,4,14,4,12,4,4,7,11,4
3244680263,2,3,4,4,11,4,12,4,7,3,4
3308265330,2,3,4,4,11,7,4,14,4,14,4
3320530185,2,4,14,12,4,7,4,11,4,12,4
3330131185,2,4,7,4,11,4,12,4,14,21,4
3291701281,2,4,3,7,4,4,3,11,4,12,4
3323379410,2,6,12,4,7,4,11,4,3,4,14
3308622107,2,4,6,7,4,3,4,4,11,4,12
3328827226,2,4,21,4,12,7,4,4,3,4,11
3327493881,2,4,14,7,4,4,3,12,4,11,4
3267192219,2,7,4,11,14,4,12,4,12,4,3
3270723485,2,14,4,4,3,4,11,4,14,7,4
3320455252,2,4,21,12,4,11,4,3,4,4,7
3276830294,2,12,4,7,4,4,6,4,3,4,11
3324561143,2,4,12,3,4,11,6,4,7,4,14
3267446776,2,4,3,7,4,6,11,4,14,4,12
3319881723,2,4,3,4,7,4,12,4,11,4,14
3324154130,2,14,4,11,4,3,4,4,12,4,7
3324773228,2,14,4,4,12,7,4,11,6,4,21
3330116788,2,11,4,3,4,12,14,4,3,4,7
3281135923,2,3,4,1,4,7,4,12,4,4,11
3306961107,2,4,11,7,4,12,4,4,14,14,4
3265594831,2,4,3,12,4,4,14,11,4,4,7
3321061975,2,4,12,4,7,21,4,4,11,4,3
3317161456,2,4,3,7,4,4,14,11,4,4,21
3323638591,2,4,11,12,4,4,14,7,4,4,6
3324993799,2,4,3,7,4,4,12,4,14,4,11
3285118408,2,4,7,12,4,4,11,4,14,4,14
3306770874,2,7,4,11,4,3,4,11,4,4,12
3264287975,2,7,4,11,4,12,4,3,4,12,4
3313274288,2,3,4,3,4,4,7,12,4,11,4
3323212860,2,14,4,4,11,4,12,4,7,14,4
3320953940,2,4,3,12,4,3,4,4,14,4,11
3315503705,2,4,12,4,12,3,4,4,7,4,11
3308260532,2,4,3,4,12,11,4,4,7,14,4
3326247242,2,4,12,11,4,12,4,4,14,4,7
3306952010,2,7,4,4,12,3,4,4,6,11,4
3303135902,2,11,4,3,4,4,3,3,4,4,7
3296050424,2,4,11,14,4,14,4,7,4,12,4
3287648612,2,4,14,4,14,11,4,4,12,4,14
3296715286,2,4,12,4,11,4,3,4,12,4,7
3328569083,2,11,4,4,3,4,12,12,4,4,7
3322834232,2,4,7,4,3,4,14,4,12,11,4
3297510729,2,4,7,12,4,12,4,4,3,4,11
3305783120,2,7,4,12,4,4,12,4,11,4,14
3325610897,2,7,4,12,4,4,3,14,4,11,4
3323446172,2,4,7,12,4,4,6,14,4,4,11
3327798040,2,4,11,4,12,14,4,4,7,4,12
3281922484,2,4,21,4,14,7,4,11,4,14,4
3270915103,2,4,12,14,4,4,11,4,3,7,4
3302228313,2,14,4,4,3,4,11,4,7,4,12
3316245119,2,4,14,4,12,4,7,4,6,11,4
3305519954,2,4,3,21,4,11,4,4,7,4,12
3325469176,2,4,7,4,14,11,4,4,14,12,4
3324800250,2,4,3,7,4,4,12,11,4,21,4
3330500072,2,4,12,4,11,7,4,21,4,3,4
3326648285,2,4,14,11,4,7,4,3,4,4,12
3327834260,2,4,7,14,4,4,14,11,4,12,4
3315749188,2,4,14,4,14,7,4,11,4,4,3
3330963814,2,4,14,14,4,3,4,11,4,4,7
3284614696,2,4,7,3,4,11,14,4,12,12,4
3255891861,2,4,7,4,3,4,11,12,4,4,14
3330476767,2,4,21,12,4,4,11,12,4,14,4
3329178760,2,4,12,4,3,4,3,7,4,11,4
3329734610,2,4,21,7,4,4,11,14,4,12,4
3313799163,2,4,11,4,3,6,4,12,4,7,4
3321578411,2,4,11,4,14,4,14,7,4,12,4
3309720612,2,4,11,14,4,12,4,7,4,4,3
3326612294,2,4,3,4,7,4,3,4,12,4,11
3322478886,2,4,21,3,4,4,11,4,12,4,7
3328387332,2,4,11,7,4,12,4,3,4,7,4
3301017910,2,7,4,4,12,1,4,4,14,11,4
3321992651,2,7,4,4,14,4,12,11,4,12,4
3280336587,2,4,14,11,4,3,6,4,7,12,4
3313874010,2,4,11,12,4,3,4,4,14,7,4
3328060106,2,7,4,11,4,12,4,4,3,4,14
3320716836,2,4,11,7,4,14,4,4,12,12,4
3327685500,2,4,14,7,4,11,4,4,3,12,4
3320472244,2,12,4,4,3,11,4,7,4,12,4
3321838724,2,4,14,4,14,7,4,11,4,4,12
3328482087,2,14,4,12,4,4,3,4,7,4,11
3331389982,2,14,4,7,4,14,4,4,12,4,11
3328074811,2,4,21,7,4,4,12,11,4,4,3
3301015191,2,14,4,4,12,4,3,11,4,4,7
3321811826,2,4,11,7,4,4,12,4,11,4,14
3279629192,2,4,7,4,3,4,12,4,14,11,6
3329466735,2,4,11,4,21,12,4,7,4,4,3
3316922422,2,6,4,12,4,4,7,4,14,4,11
3274451664,2,11,4,4,3,1,4,4,7,14,4
3277148669,2,1,4,4,11,4,7,21,4,12,4
3232942654,2,4,7,12,4,4,14,4,14,11,4
3318018511,2,4,12,7,4,4,14,11,4,4,3
3315434447,2,11,4,7,4,12,4,12,4,14,4
3326755263,2,4,7,4,14,3,4,12,4,11,4
3311878268,2,12,4,14,4,4,11,4,3,4,7
3268347833,2,4,11,4,14,7,4,4,14,4,12
3314603422,2,4,11,4,14,12,4,4,3,4,7
3296108342,2,4,12,3,4,4,11,4,7,4,12
3282018249,2,4,11,4,7,4,14,4,12,3,4
3330084765,2,11,4,21,4,4,7,14,4,4,3
3331328655,2,4,14,3,4,7,4,4,11,4,14
3323374415,2,4,12,11,4,4,12,4,7,3,4
3308533548,2,4,7,4,12,3,4,14,4,11,4
3329369539,2,7,4,3,4,12,4,4,11,6,4
3302658256,2,7,4,4,12,12,4,3,4,11,4
3327531309,2,3,4,4,14,4,11,12,4,4,7
3325088862,2,3,4,4,11,12,4,21,4,4,7
3280209215,2,4,11,4,14,7,4,14,4,12,4
3330021287,2,11,4,4,7,3,4,6,4,4,14
3247703931,2,11,4,14,4,4,7,4,14,7,4
3324256944,2,21,4,3,4,4,7,4,11,12,4
3328259103,2,4,11,4,6,4,7,4,14,4,14
3320816522,2,12,4,11,4,6,14,4,3,4,7
3290637702,2,4,11,4,7,4,6,4,14,4,14
3266685718,2,4,7,14,4,4,11,12,4,4,14
3329630077,2,4,7,3,4,7,4,6,12,11,4
3317243156,2,4,7,14,4,3,4,4,11,12,4
3275694698,2,4,21,4,3,4,11,12,4,4,7
3284483345,2,7,4,11,6,4,3,12,4,4,7
3313787822,2,21,4,12,4,7,4,4,11,3,4
3324775095,2,12,4,4,3,4,7,11,4,6,12
3273562072,2,4,14,12,4,4,7,11,4,14,4
3329025901,2,4,14,4,7,4,14,4,11,4,14
3290423687,2,3,4,12,6,4,7,4,11,12,4
3324829605,2,4,14,7,4,4,3,4,11,4,12
3284550081,2,4,7,4,14,12,4,12,4,11,4
3313199046,2,4,11,4,3,7,4,4,7,4,12
3330129113,2,4,11,4,14,4,7,3,4,12,4
3305685695,2,4,12,4,11,14,4,14,4,4,7
3259493741,2,14,4,12,4,11,4,4,1,4,7
3331249375,2,4,7,12,4,4,14,4,14,11,4
3329571155,2,4,11,4,7,3,4,4,12,4,14
3322509066,2,11,14,21,4,4,14,12,4,4,7
3252035120,2,4,11,4,12,7,4,4,3,4,12
3251837930,2,12,4,4,14,4,7,11,4,7,4
3317632539,2,12,4,4,3,7,4,11,4,4,21
3326327895,2,3,4,4,7,4,11,3,4,4,12
3254220547,2,7,4,4,6,12,4,11,4,21,4
3329066240,2,4,7,3,4,12,4,4,12,11,4
3267386041,2,4,7,3,4,4,12,4,7,11,4
3326854566,2,4,14,4,7,12,4,3,4,4,11
3331284558,2,4,12,4,11,4,3,12,4,7,4
3328634096,2,7,4,12,4,7,4,14,4,4,11
3282967558,2,7,4,4,11,3,4,4,14,12,4
3329427466,2,7,4,4,11,3,4,4,12,4,14
3316076970,2,4,7,4,6,3,4,12,6,14,11
3246642086,2,7,4,6,12,11,4,4,21,4,14
3268866639,2,4,12,4,7,4,3,14,4,11,4
3329822051,2,4,14,12,4,11,14,12,4,4,7
3257528628,2,12,4,4,14,4,7,14,4,4,11
3254042444,2,7,4,12,4,4,11,4,14,14,4
3331036653,2,4,14,4,7,11,4,3,4,12,4
3267530052,2,11,4,4,3,4,12,7,4,4,12
3319669116,2,4,12,4,7,4,3,11,4,14,4
3238108344,2,4,14,4,3,4,7,11,4,14,4
3321219057,2,4,11,7,4,14,4,14,4,12,4
3318976709,2,4,7,11,6,4,12,4,14,4,14
3329922398,2,4,7,4,14,11,4,4,12,4,3
3319435742,2,7,4,4,12,4,3,4,11,4,12
3328968385,2,4,3,4,12,7,4,4,11,4,21
3330219846,2,4,7,4,14,4,11,4,12,4,3
3316237004,2,11,4,4,3,4,12,7,4,4,3
3328167735,2,4,7,4,3,6,4,4,11,4,12
3329412400,2,12,4,7,4,3,4,4,11,4,14
3329562319,2,4,3,4,6,12,4,4,11,12,4
3323863050,2,12,4,4,11,7,14,4,7,4,3
3253769278,2,4,3,4,11,12,4,4,12,4,7
3316694043,2,11,4,4,12,7,4,4,14,3,4
3303692979,2,4,12,14,11,12,4,3,4,4,7
3325615049,2,3,4,7,4,12,4,14,4,11,4
3311699202,2,11,6,4,12,4,3,7,4,7,14
3246651264,2,4,12,12,4,4,7,4,3,11,4
3246426575,2,3,4,3,4,11,4,7,4,4,6
3317079106,2,11,4,12,4,4,12,14,4,4,7
3264999992,2,3,4,4,11,4,7,4,12,4,12
3244715388,2,4,14,4,12,4,11,3,4,7,4
3257870230,2,12,4,3,4,4,7,11,6,4,3
3322739631,2,4,11,4,7,4,12,4,12,14,4
3294745889,2,3,4,11,4,4,7,3,4,4,12
3300890110,2,4,14,4,11,4,21,7,4,12,4
3281009398,2,4,3,4,14,12,4,11,4,7,4
3262459483,2,4,21,14,4,4,12,11,4,4,7
3241564002,2,4,11,4,14,4,12,4,14,7,4
3312572479,2,11,4,4,7,4,14,12,4,4,7
3325573390,2,3,4,4,14,4,12,4,11,4,7
3276972476,2,4,7,4,11,12,4,4,12,14,4
3313252380,2,4,11,4,7,14,4,12,4,4,14
3326435183,2,4,11,4,12,4,14,4,7,4,12
3260323854,2,11,4,14,4,3,4,4,7,12,4
3321513706,2,11,4,4,14,4,12,7,4,3,4
3321661072,2,11,4,3,4,21,4,4,12,4,7
3319655571,2,7,4,4,12,7,4,4,11,3,4
3324088893,2,4,11,4,12,7,4,4,12,14,4
3322912264,2,4,12,4,7,11,14,3,4,4,1
3329561141,2,4,14,3,4,4,11,12,4,4,7
3326528005,2,4,7,4,12,11,4,14,4,4,3
3328162189,2,4,3,11,6,4,12,4,7,14,4
3327599880,2,12,4,4,14,4,14,4,7,11,4
3331400351,2,4,11,4,14,4,3,7,4,4,12
3272384423,2,11,4,4,12,7,4,14,4,4,3
3311243079,2,4,21,11,4,3,4,4,7,12,4
3328312747,2,4,14,4,14,4,7,4,12,4,11
3325799885,2,7,4,6,4,3,4,4,12,11,4
3324521577,2,14,4,11,4,7,4,4,14,3,4
3327648861,2,4,12,4,11,4,14,7,4,3,4
3326589403,2,14,4,12,4,4,14,7,4,11,4
3314601455,2,4,12,4,3,3,4,4,11,4,7
3245215809,2,4,14,4,7,4,11,4,12,3,4
3282365719,2,4,11,4,3,7,4,14,4,12,4
3328614401,2,4,12,4,11,14,4,4,14,4,7
3280815878,2,4,11,4,14,7,4,4,3,4,12
3329927666,2,4,11,4,12,4,14,4,3,7,4
3327443990,2,21,4,11,4,4,3,4,12,4,7
3323372850,2,11,4,7,4,4,12,12,4,14,4
3323027202,2,4,12,12,4,7,4,14,4,4,11
3273319811,2,14,4,7,4,3,4,12,4,4,11
3236715384,2,7,4,4,3,11,4,4,21,4,12
3275599201,2,7,4,11,4,3,4,4,12,12,4
3318206660,2,14,4,3,4,12,4,14,4,11,4
3321189994,2,3,4,14,4,4,7,4,12,4,11
3318199826,2,4,12,7,4,3,4,4,11,14,4
3329870924,2,12,4,7,4,4,3,14,4,4,11
3244991170,2,4,3,6,14,7,4,4,14,11,4
3325467173,2,4,7,11,4,4,14,4,14,21,4
3277349886,2,4,12,4,11,4,6,4,3,7,4
3307800051,2,1,4,4,3,14,4,4,12,11,4
3327484102,2,4,6,4,11,4,7,3,4,12,4
3324984258,2,11,4,3,4,14,4,4,12,7,4
3326005379,2,4,7,3,4,4,12,4,7,4,11
3318993941,2,4,12,3,4,7,4,4,3,6,11
3329374933,2,4,7,3,4,4,12,4,11,4,12
3326752137,2,4,12,11,4,4,14,3,4,4,7
3328051538,2,7,4,4,12,3,4,4,11,7,4
3326521447,2,7,4,4,7,4,12,21,4,3,4
3235204308,2,4,7,14,4,11,4,6,14,4,14
3331341703,2,4,14,4,7,4,11,4,14,4,12
3285954529,2,4,14,4,14,12,4,11,4,7,4
3279837468,2,4,12,4,6,11,4,4,3,4,7
3268015652,2,4,7,11,4,4,14,7,3,12,4
3292549206,2,12,4,3,4,4,7,4,11,4,14
3240299134,2,7,4,4,6,4,12,4,11,14,4
3315261555,2,3,4,4,14,4,11,4,3,4,7
3315422013,2,7,4,4,11,4,12,4,14,21,4
3320851894,2,4,12,4,11,1,4,4,3,7,4
3261376246,2,4,1,4,7,4,3,12,4,4,11
3326538265,2,12,4,11,6,12,4,4,7,4,14
3313805457,2,4,14,4,14,7,4,11,4,4,12
3322707821,2,11,4,3,4,7,4,14,4,14,4
3307531853,2,12,7,4,14,4,7,7,12,4,11
3323889542,2,14,4,11,4,14,4,7,4,4,12
3327606905,2,4,14,11,4,12,4,3,4,4,7
3311514629,2,4,11,3,4,7,4,12,4,12,4
3328019465,2,7,4,21,4,4,11,4,12,14,4
3325897654,2,4,14,14,4,4,11,7,4,12,4
3307799327,2,4,11,14,4,7,4,12,4,14,4
3330493071,2,4,21,7,4,12,4,14,4,11,4
3326345814,2,12,4,4,11,7,4,3,4,21,4
3277781741,2,3,4,4,7,4,14,4,14,11,4
3326690141,2,7,4,4,12,4,3,4,11,4,21
3321721515,2,4,11,4,3,14,4,4,12,4,7
3331386723,2,12,4,4,11,7,4,4,1,4,3
3324424920,2,11,4,4,14,12,4,4,7,4,21
3241373129,2,4,11,4,14,4,12,4,12,7,4
3321703221,2,11,4,4,7,4,3,4,12,14,4
3320500511,2,21,4,11,4,4,7,4,12,4,3
3326412300,2,4,3,4,12,4,11,4,14,7,4
3321520415,2,4,3,4,7,4,11,4,12,4,12
3329427048,2,4,3,11,4,14,4,7,4,12,6
3326617599,2,4,12,11,4,4,7,4,12,4,21
3295453692,2,4,7,14,4,4,12,4,11,12,4
3329370351,2,4,11,4,12,4,14,4,21,4,3
3289720178,2,11,4,4,7,12,4,4,3,4,12
3317358212,2,4,7,4,6,4,11,4,14,4,12
3321189268,2,4,11,4,12,3,4,4,12,4,7
3261962739,2,12,4,4,7,4,3,11,14,4,14
3311085762,2,14,4,11,4,4,12,4,3,7,4
3330834895,2,4,3,7,4,4,14,4,11,4,12
3321145491,2,4,11,3,4,4,14,7,4,4,12
3319967232,2,4,12,4,14,4,7,11,4,4,3
3294373100,2,12,4,12,4,11,4,7,4,4,3
3328514219,2,11,4,14,4,12,4,7,4,4,3
3315414797,2,4,3,12,4,4,11,4,12,4,7
3304019642,2,7,4,14,4,11,4,4,3,4,14
3319453206,2,4,21,6,11,4,7,4,12,4,14
3260246141,2,3,4,4,7,11,4,4,14,12,4
3272708424,2,4,3,4,7,11,4,4,14,4,12
3328537680,2,4,12,11,4,14,4,4,14,7,4
3326384759,2,4,7,12,4,4,14,3,4,4,11
3275084829,2,11,4,4,7,4,3,12,4,3,4
3330132616,2,4,12,11,4,7,4,14,4,14,4
3307798016,2,4,14,4,12,11,4,7,4,4,14
3331487334,2,4,14,11,4,12,4,4,3,4,7
3306196589,2,4,7,4,7,4,14,4,12,11,4
3329309687,2,21,4,11,4,4,12,7,4,4,3
3320793433,2,4,11,4,14,7,4,3,4,4,14
3313016572,2,4,12,7,4,4,3,14,4,4,11
3318194503,2,7,4,4,3,4,11,4,14,4,12
3290993540,2,4,11,4,14,14,4,7,4,4,12
3321519467,2,7,4,4,11,6,4,3,4,12,4
3324215917,2,4,7,4,3,4,12,7,4,11,4
3237716244,2,12,4,4,3,12,4,4,7,4,11
3318115200,2,4,7,4,3,4,11,4,12,4,12
3267808373,2,4,3,12,4,4,14,4,11,7,4
3311328387,2,4,11,12,4,7,4,3,4,7,4
3330064585,2,11,4,4,7,4,21,4,14,12,4
3283549442,2,12,4,4,3,4,7,11,4,4,12
3250741373,2,3,4,11,4,4,7,4,12,21,4
3328120198,2,7,4,4,14,11,4,4,14,4,12
3313197961,2,4,7,4,12,11,4,4,12,4,3
3282653469,2,7,4,4,12,11,4,4,14,4,3
3323360296,2,4,3,7,4,4,12,11,4,6,4
3323369475,2,4,6,7,4,4,21,4,11,4,12
3328166887,2,12,4,11,4,4,14,3,4,7,4
3308727654,2,4,7,4,12,4,11,4,12,3,4
3329106489,2,4,12,4,7,4,3,14,4,4,11
3257029555,2,4,11,4,12,4,14,4,7,3,4
3330909048,2,3,4,12,4,4,14,4,7,11,4
3233939119,2,4,14,4,12,3,4,7,4,4,11
3320818016,2,4,7,4,14,4,12,11,4,4,12
3280420679,2,7,4,11,4,12,4,4,3,4,7
3296097994,2,12,4,12,4,4,11,4,3,7,4
3326766349,2,4,12,4,3,4,12,4,7,4,11
3327878030,2,4,11,7,4,12,4,14,4,3,4
3315665244,2,4,7,4,14,12,4,4,12,4,11
3322512772,2,4,14,3,4,4,7,4,12,4,11
3311257289,2,4,7,4,21,11,4,4,3,4,12
3276327338,2,4,12,14,4,11,4,7,4,3,4
3312126698,2,7,4,14,11,7,4,3,4,4,21
3274276897,2,7,4,4,3,4,12,14,4,11,4
3223616854,2,4,3,14,11,14,4,4,7,4,14
3261030079,2,4,6,7,4,4,3,12,4,4,11
3327835599,2,21,4,6,11,3,4,4,12,4,7
3328487556,2,11,4,7,4,7,4,12,4,3,4
3318114061,2,4,7,4,11,4,14,4,12,4,3
3274675702,2,4,12,3,4,4,7,12,4,4,11
3306359824,2,4,3,7,4,4,11,14,4,14,4
3273487240,2,4,3,4,7,4,21,4,11,4,12
3255017423,2,4,7,4,11,4,3,12,4,4,14
3319533001,2,3,4,11,4,12,4,3,4,4,7
3322452733,2,11,14,7,4,3,4,12,4,4,14
3317723251,2,4,12,4,3,4,7,7,4,11,4
3328164887,2,4,7,12,4,4,14,4,3,4,11
3323025975,2,4,3,7,4,12,4,12,4,11,4
3320719413,2,12,4,4,11,4,7,14,4,4,7
3329802783,2,4,7,4,11,14,4,4,12,4,14
3330346623,2,4,12,14,4,11,4,3,4,4,7
3329052672,2,4,7,3,4,4,12,4,11,4,14
3328630948,2,3,4,14,4,4,7,4,12,4,11
3293516098,2,11,4,4,3,4,12,7,4,4,3
3330349000,2,4,7,4,3,3,4,11,4,4,12
3238285959,2,4,12,11,4,4,7,3,4,4,3
3329229788,2,4,14,3,4,11,4,4,12,7,4
3282095591,2,4,12,4,12,7,4,4,11,3,4
3254925719,2,4,11,4,7,3,4,4,3,4,12
3316155693,2,14,4,12,4,4,7,11,4,14,4
3311249403,2,4,11,12,4,7,4,3,4,12,4
3306861448,2,12,4,14,4,14,11,14,4,4,7
3317631154,2,4,11,14,4,4,12,3,4,4,7
3329068500,2,4,7,4,14,4,12,3,4,4,11
3323209579,2,7,4,14,4,12,4,11,4,12,4
3306668451,2,12,4,11,4,4,14,3,4,4,7
3329312929,2,4,7,4,12,4,11,4,12,4,3
3233664055,2,4,7,4,12,14,4,14,11,4,12
3331128502,2,4,7,12,4,3,4,14,4,4,11
3320866979,2,7,4,4,12,4,7,7,4,11,4
3293424608,2,11,4,4,14,7,4,4,12,3,4
3291861121,2,4,12,4,12,3,4,7,4,4,11
3330337692,2,4,7,11,4,3,4,4,12,14,4
3329671705,2,11,4,12,4,7,4,4,3,4,12
3326240421,2,4,12,7,4,3,4,12,4,4,11
3268226674,2,7,3,7,4,12,6,4,21,4,11
3324654401,2,4,11,7,4,4,3,12,4,4,7
3326543870,2,4,14,4,14,12,4,7,4,4,11
3329366077,2,4,21,4,11,4,12,4,7,14,4
3252997479,2,4,12,7,4,4,3,3,4,11,4
3314210751,2,4,3,4,12,4,12,4,11,7,4
3318816606,2,21,4,7,4,4,11,12,4,4,3
3318007000,2,7,4,4,3,14,4,12,4,11,4
3326849672,2,4,14,7,4,11,4,12,4,4,3
3318244981,2,4,12,3,4,4,11,4,3,14,4
3317500672,2,4,14,12,4,4,11,7,4,4,3
3326148165,2,12,4,4,11,4,7,4,12,3,4
3320800053,2,4,12,4,14,11,4,4,3,4,7
3321237687,2,4,14,4,12,11,4,3,4,6,4
3305676111,2,14,4,4,7,4,3,4,3,4,14
3231463378,2,3,4,7,4,4,12,4,14,11,4
3326633166,2,4,12,3,4,7,4,4,3,4,11
3327993327,2,12,4,7,4,3,4,4,7,11,4
3274077519,2,7,4,12,4,14,4,14,4,11,4
3328829796,2,14,4,4,7,4,7,11,4,4,21
3326231264,2,12,4,14,11,7,4,4,3,4,12
3331384212,2,6,4,4,12,4,11,4,3,4,7
3325851943,2,11,4,4,3,4,7,4,14,12,4
3217244041,2,12,4,11,4,4,3,4,7,3,4
3282776650,2,11,4,14,4,4,7,3,4,4,14
3321233039,2,7,4,12,4,11,4,4,6,4,3
3315839840,2,3,4,4,14,4,12,4,7,4,11
3278398411,2,11,4,4,12,7,4,14,4,4,3
3315849684,2,4,7,4,12,4,11,14,4,4,12
3311416178,2,14,4,4,14,7,4,4,12,11,4
3327943548,2,4,7,12,4,3,4,4,7,11,6
3326027120,2,7,4,3,4,4,11,4,21,4,12
3289861965,2,4,11,14,4,7,4,4,12,4,14
3318858099,2,4,14,4,11,7,4,4,3,12,4
3325311698,2,4,12,4,12,4,11,7,4,3,4
3309558243,2,11,4,4,12,4,3,14,4,4,7
3324035097,2,12,4,4,3,7,4,14,4,11,6
3275593554,2,14,4,12,4,11,4,7,4,4,3
3263919612,2,4,3,11,4,12,4,4,7,4,7
3325614260,2,7,4,4,3,4,11,4,3,4,12
3327855005,2,3,4,4,12,4,11,21,4,7,4
3329497267,2,11,4,4,7,4,14,12,4,4,3
3330247121,2,11,4,4,12,3,4,14,4,4,7
3299103511,2,12,4,11,4,3,4,4,7,4,6
3327893726,2,14,4,14,4,12,4,4,7,11,4
3273780653,2,4,14,7,4,4,11,3,4,4,12
3310987129,2,4,11,4,14,4,12,4,7,4,3
3290409456,2,11,4,14,4,4,14,4,7,4,14
3319596423,2,4,11,4,12,4,14,4,14,4,14
3308700463,2,12,4,6,4,11,4,3,4,7,4
3327584073,2,11,4,4,12,4,3,4,7,4,12
3270648715,2,4,14,4,12,7,4,3,4,11,4
3215451229,2,4,11,14,4,14,4,4,3,4,7
3321550641,2,4,14,3,4,7,4,12,4,4,11
3324092528,2,4,14,4,7,4,3,4,21,11,4
3308266177,2,11,4,4,7,4,21,3,4,4,12
3331380137,2,4,7,6,4,3,4,12,4,4,11
3329113671,2,4,12,11,4,4,14,7,4,4,3
3277149124,2,21,4,4,12,7,4,4,3,11,4
3265044913,2,4,11,4,3,3,4,7,4,4,14
3326347976,2,4,3,4,12,11,4,7,4,4,12
3328786394,2,4,11,4,14,7,4,4,14,4,12
3290755128,2,4,7,3,4,11,4,4,12,21,4
3321835646,2,7,4,4,11,14,4,4,14,7,4
3311614189,2,4,7,3,4,4,11,21,4,12,4
3328330869,2,4,7,4,12,4,14,4,3,11,4
3319948603,2,4,7,11,4,3,4,12,4,4,12
3319393028,2,3,4,4,3,4,7,12,4,4,11
3225295605,2,4,3,11,4,4,12,4,7,4,12
3305042362,2,4,7,4,3,4,14,4,11,4,12
3321323875,2,14,4,3,4,11,4,7,4,4,12
3249087621,2,4,7,4,14,4,11,12,4,3,4
3317017447,2,7,4,11,4,4,14,4,3,12,4
3314951452,2,14,4,11,4,4,12,7,4,3,4
3226757375,2,4,3,4,14,4,7,14,4,12,11
3319331618,2,7,4,4,14,14,4,4,7,11,4
3301638876,2,7,4,4,3,4,12,4,12,11,4
3327645291,2,4,14,7,4,4,14,4,12,11,4
3327632287,2,4,12,4,11,14,4,7,4,4,3
3330215722,2,4,12,4,7,12,4,12,11,3,4
3328986320,2,7,4,4,12,21,4,11,4,3,4
3331538469,2,4,14,4,12,4,11,3,4,4,7
3329632759,2,4,11,4,12,4,7,4,12,4,3
3330846120,2,12,4,4,11,4,7,4,3,4,14
3265262918,2,14,4,7,4,7,4,4,12,11,4
3256600107,2,12,4,11,4,14,4,4,3,4,7
3292370055,2,4,7,4,11,4,14,7,4,12,4
3321677014,2,4,12,4,11,12,4,4,7,3,4
3306759802,2,4,11,4,3,4,14,4,12,4,7
3300414318,2,7,4,4,6,4,11,4,12,3,4
3324634466,2,14,4,4,7,4,12,4,11,4,3
3329224407,2,1,4,12,4,7,4,4,3,4,11
3294951077,2,7,4,6,11,4,21,14,4,4,12
3278399870,2,4,11,4,3,4,7,12,4,4,14
3329854701,2,4,7,14,4,4,11,3,4,4,12
3329919835,2,4,14,12,4,7,4,4,7,11,4
3234293024,2,11,4,4,7,12,4,4,14,4,3
3324786730,2,4,14,4,14,11,4,4,14,4,12
3325682619,2,4,12,11,4,7,4,14,4,4,21
3325839252,2,14,11,4,14,4,3,7,4,4,12
3297749170,2,14,4,4,14,12,4,7,4,11,4
3326483969,2,4,12,12,4,4,11,4,7,3,4
3324973534,2,4,7,11,4,7,4,4,12,14,4
3329334453,2,4,3,14,4,4,7,4,12,4,11
3328019745,2,3,4,4,7,21,4,11,4,4,12
3272327299,2,11,4,4,14,12,4,4,12,4,7
3318041680,2,4,14,4,7,4,12,3,4,11,4
3315511897,2,4,11,12,4,4,14,4,3,7,4
3305671615,2,4,14,4,11,4,7,4,3,12,4
3324660365,2,4,11,12,4,4,7,21,4,4,14
3312407209,2,6,4,7,4,4,11,14,4,4,3
3329102892,2,4,3,11,4,14,4,4,12,7,4
3271118846,2,11,4,4,12,4,7,4,3,12,4
3331329380,2,4,11,4,7,3,4,14,4,4,12
3306554187,2,12,4,4,14,3,4,7,4,11,4
3329930183,2,4,7,11,4,4,12,4,14,21,4
3274431065,2,4,3,4,12,7,4,14,4,4,11
3323099789,2,11,4,4,3,7,4,4,14,12,4
3256978110,2,12,4,14,11,3,4,7,4,14,4
3311515570,2,14,4,3,4,7,4,4,3,4,11
3330338680,2,11,4,12,4,12,4,7,4,3,4
3320676814,2,4,14,11,4,4,12,7,4,4,14
