game_ID,team_ID,t2_champ1_sum1,t2_champ1_sum2,t2_champ2_sum1,t2_champ2_sum2,t2_champ3_sum1,t2_champ3_sum2,t2_champ4_sum1,t2_champ4_sum2,t2_champ5_sum1,t2_champ5_sum2
3321027967,2,4,12,4,7,4,14,14,4,11,4
3324589542,2,7,4,4,6,4,3,4,11,12,4
3259160655,2,14,4,4,7,4,3,11,4,4,12
3328296398,2,4,7,21,4,11,4,4,3,6,12
3308346611,2,4,11,7,4,4,12,4,12,3,4
3321325107,2,7,4,4,14,4,3,12,4,4,11
3327832510,2,12,4,4,11,7,4,4,14,4,3
3327595533,2,12,4,11,4,4,14,7,4,4,14
3290664826,2,4,7,4,12,4,11,4,3,4,14
3321531767,2,4,3,4,7,12,4,4,11,4,7
3317340805,2,12,4,14,4,4,11,6,4,7,4
3325615387,2,4,12,7,4,14,11,3,4,4,21
3322511851,2,4,7,11,4,4,3,12,4,4,14
3317898878,2,3,4,12,4,4,14,14,11,7,4
3325311159,2,4,12,21,4,7,4,14,4,11,4
3260259521,2,11,4,4,14,7,4,14,4,4,12
3327225092,2,4,7,4,14,4,3,6,11,4,14
3329833009,2,4,3,4,12,4,7,4,14,4,11
3315601672,2,14,4,4,11,4,3,4,12,4,7
3279719887,2,4,7,4,14,4,11,4,14,4,12
3329492475,2,4,14,4,11,3,4,4,7,4,12
3329500269,2,4,7,4,12,11,4,14,4,3,4
3327869045,2,4,7,11,4,12,4,4,14,4,3
3290831630,2,4,7,21,4,12,4,3,4,4,11
3324652094,2,12,4,4,3,7,4,14,4,14,11
3320572879,2,4,3,4,11,12,4,4,7,4,14
3309343856,2,4,12,4,11,4,7,3,4,14,4
3317895947,2,4,11,3,4,4,14,4,14,4,7
3216939712,2,1,4,11,4,4,14,4,7,12,4
3321671444,2,4,14,4,7,11,4,12,4,3,4
3327358725,2,4,14,4,21,4,11,7,4,4,3
3244802408,2,4,21,6,4,12,4,7,4,4,11
3327598639,2,4,11,12,4,4,7,3,4,4,12
3324889346,2,4,11,4,12,7,4,7,4,14,4
3240284160,2,4,3,4,11,4,7,12,4,4,12
3323216653,2,21,4,4,12,14,4,4,7,11,4
3331381617,2,4,14,3,4,11,4,7,4,12,6
3321324198,2,4,7,4,11,3,4,4,12,14,4
3324651443,2,11,4,12,4,3,4,14,4,4,7
