game_ID,team_ID,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
3326588233,2,0,0,0,0,0
3265468475,2,4,0,0,2,0
3326269913,2,4,0,0,0,1
3322506068,2,2,0,0,0,0
3324782051,2,10,2,1,1,0
3326395910,2,11,1,0,3,1
3324782657,2,0,0,0,0,0
3326030906,2,0,0,0,0,0
3325725264,2,9,2,0,2,0
3326493514,2,7,2,0,1,1
3329518491,2,10,2,1,1,1
3308441904,2,1,0,0,1,0
3323211469,2,10,4,2,4,0
3239070398,2,4,0,0,2,0
3321515466,2,9,2,0,2,0
3326854781,2,9,2,0,2,1
3304019968,2,9,2,1,3,1
3310823148,2,10,2,1,1,0
3324255773,2,7,1,0,5,0
3291914262,2,0,0,0,1,0
3292340308,2,11,2,0,2,0
3315936069,2,7,1,0,2,0
3319805911,2,1,0,0,0,0
3329260934,2,11,3,0,2,0
3324626165,2,0,0,0,0,0
3234757204,2,9,1,0,2,0
3320809546,2,2,0,0,0,0
3324780567,2,8,2,0,2,0
3329580241,2,11,4,2,2,1
3284258021,2,3,0,0,1,0
3322667384,2,11,4,2,1,0
3329911332,2,1,0,0,0,0
3323195724,2,5,0,1,1,0
3266491878,2,0,0,0,0,0
3329967399,2,11,7,1,2,0
3286156157,2,3,0,1,0,0
3315822557,2,11,3,1,3,1
3255771424,2,1,0,0,0,0
3326141082,2,6,0,1,1,0
3323137521,2,10,2,1,3,0
3326748877,2,11,4,1,2,0
3329353675,2,10,2,1,1,0
3307247426,2,9,2,0,2,1
3303786715,2,10,2,0,4,1
3330222933,2,7,1,1,1,0
3330770893,2,6,1,0,2,0
3324617026,2,9,1,0,3,0
3317579194,2,3,0,0,0,0
3329677664,2,4,0,0,1,1
3327949426,2,11,4,2,2,0
3329680381,2,2,0,0,2,1
3250363663,2,11,2,1,4,1
3226806009,2,6,1,1,0,1
3329228498,2,6,1,1,1,0
3325674063,2,7,1,0,3,0
3326546339,2,8,1,0,2,0
3326246642,2,10,2,1,3,0
3279357309,2,10,3,1,2,1
3321453495,2,2,0,0,2,1
3325742062,2,1,0,0,0,0
3305781267,2,10,2,0,3,0
3285380402,2,0,0,0,0,0
3327551622,2,10,2,0,2,0
3317802158,2,11,2,0,2,1
3325670011,2,11,5,1,2,0
3266840374,2,8,1,1,0,0
3221701644,2,9,1,1,2,0
3319204057,2,7,2,2,1,1
3281128431,2,0,0,0,0,0
3306840599,2,6,2,0,2,0
3316748027,2,10,3,2,2,0
3325896401,2,0,0,0,2,0
3247965116,2,3,0,0,1,0
3316398607,2,10,3,1,2,0
3287106802,2,11,3,0,3,1
3320521537,2,5,0,0,0,0
3329924078,2,9,2,1,0,1
3329211150,2,1,0,0,1,0
3324772380,2,0,0,0,1,0
3327879350,2,0,0,0,0,0
3284381729,2,0,0,0,0,1
3325790087,2,5,1,0,1,1
3324238753,2,4,0,0,0,0
3321806088,2,3,0,0,1,0
3329913611,2,2,0,0,1,1
3314306079,2,6,0,2,2,0
3324729386,2,5,0,1,1,0
3331236806,2,4,1,1,0,0
3331280831,2,1,0,0,3,0
3320876986,2,7,2,0,1,0
3329494278,2,1,0,0,0,1
3307395806,2,11,3,0,2,0
3262208126,2,8,1,0,0,0
3326223439,2,0,0,0,1,1
3274396494,2,9,1,1,4,0
3318818090,2,5,0,0,2,0
3317777020,2,0,0,0,0,0
3282212583,2,6,0,0,1,0
3320658926,2,9,2,0,0,0
3328245104,2,9,2,1,3,1
3317614495,2,11,4,1,3,0
3331347853,2,0,0,0,0,0
3302077245,2,11,5,1,4,0
3328983490,2,4,0,1,2,0
3297576599,2,2,0,0,1,0
3331384849,2,3,0,0,1,0
3320877088,2,1,0,0,0,0
3325624093,2,0,0,0,0,0
3326758313,2,9,2,1,1,0
3253564836,2,1,0,0,0,1
3325664571,2,11,3,1,3,1
3295009462,2,1,0,0,1,0
3317172998,2,9,1,2,2,0
3321027967,2,11,3,1,1,1
3324589542,2,0,0,0,0,0
3259160655,2,8,1,3,1,0
3328296398,2,10,2,2,0,0
3308346611,2,2,0,0,1,0
3321325107,2,9,2,1,4,0
3327832510,2,4,0,0,2,1
3327595533,2,5,0,2,2,0
3290664826,2,6,2,1,1,0
3321531767,2,9,2,0,3,0
3317340805,2,0,0,0,0,0
3325615387,2,9,1,1,3,1
3322511851,2,7,1,1,3,0
3317898878,2,10,2,0,3,0
3325311159,2,11,3,0,2,1
3260259521,2,3,0,1,2,0
3327225092,2,0,0,0,0,0
3329833009,2,11,3,0,0,0
3315601672,2,10,3,1,5,0
3279719887,2,4,0,1,0,1
3329492475,2,10,3,2,2,0
3329500269,2,10,2,1,1,0
3327869045,2,11,3,1,4,1
3290831630,2,4,0,0,2,1
3324652094,2,1,0,0,1,0
3320572879,2,2,0,0,0,0
3309343856,2,9,2,1,2,1
3317895947,2,11,4,1,4,0
3216939712,2,7,1,0,3,1
3321671444,2,0,0,0,0,0
3327358725,2,9,2,1,1,0
3244802408,2,7,2,1,1,1
3327598639,2,10,2,1,3,0
3324889346,2,4,0,0,1,0
3240284160,2,8,1,1,2,0
3323216653,2,1,0,0,0,0
3331381617,2,8,2,1,3,1
3321324198,2,4,0,1,0,0
3324651443,2,7,2,0,3,1
3277933669,2,1,0,0,1,0
3326496896,2,4,0,0,1,0
3331069861,2,0,0,0,0,0
3289039292,2,0,0,0,1,0
3318374371,2,3,0,0,0,0
3330217283,2,7,1,1,3,0
3301413431,2,8,2,0,1,0
3327316674,2,4,0,1,0,0
3321672193,2,4,0,1,2,1
3310168746,2,3,0,0,1,1
3303883973,2,11,3,1,2,0
3269477321,2,5,0,0,1,0
3309453269,2,8,1,1,1,0
3287761275,2,11,3,1,2,1
3294903937,2,11,2,0,3,1
3278010305,2,0,0,0,0,0
3330986255,2,11,3,1,3,1
3268888646,2,4,0,0,1,0
3277457085,2,2,0,0,1,1
3289403713,2,7,1,1,2,0
3315732296,2,4,0,0,1,0
3329069191,2,2,0,0,0,0
3329073278,2,11,2,1,2,0
3293749934,2,6,1,1,2,1
3281968936,2,2,0,0,0,0
3324258454,2,3,0,0,1,0
3324836763,2,0,0,0,0,0
3266603484,2,9,2,1,2,0
3329612694,2,0,0,0,0,0
3306359927,2,8,2,1,3,0
3299227564,2,2,0,0,1,1
3285299471,2,1,0,0,0,0
3328004551,2,0,0,0,0,0
3326037087,2,0,0,0,1,0
3317667534,2,4,0,1,1,1
3279231742,2,11,3,0,1,1
3328917555,2,5,1,1,1,1
3325314321,2,9,2,0,2,0
3317013802,2,7,1,1,2,0
3331289412,2,8,1,2,2,0
3261968095,2,3,0,0,2,0
3329828632,2,0,0,0,0,0
3250069451,2,11,2,0,1,0
3284339873,2,7,1,0,3,0
3328145648,2,7,2,0,4,1
3317511847,2,9,2,0,2,0
3311063180,2,9,1,1,1,0
3327581796,2,11,3,0,2,1
3266255482,2,9,1,1,3,0
3233143241,2,7,1,0,2,0
3331374507,2,9,1,1,1,1
3238718804,2,9,2,0,2,1
3305976224,2,6,1,0,1,1
3316008786,2,9,1,0,3,1
3301963014,2,3,1,0,1,0
3329780693,2,7,2,1,0,0
3321626713,2,6,1,1,1,1
3326589632,2,0,0,0,1,0
3328303420,2,10,2,1,3,1
3245107911,2,5,1,0,0,0
3325936396,2,0,0,0,0,0
3321568509,2,1,0,0,0,0
3309263409,2,3,0,0,0,1
3324718570,2,0,0,0,0,0
3235695385,2,2,0,0,2,0
3284391251,2,5,0,0,2,1
3324361496,2,11,2,1,2,1
3322394750,2,10,1,0,2,0
3330176454,2,10,2,0,0,0
3320720810,2,5,0,1,1,1
3313252600,2,9,1,1,2,0
3331392089,2,9,2,1,3,1
3292693759,2,4,0,0,1,1
3305894147,2,10,2,0,2,1
3265701677,2,8,1,1,1,0
3317250013,2,1,0,0,0,0
3329110897,2,7,1,1,2,0
3312770714,2,8,1,0,2,1
3322306790,2,10,2,1,2,1
3274610932,2,3,0,0,0,0
3234930870,2,4,0,0,1,0
3324447480,2,1,0,0,0,0
3330026579,2,3,0,0,1,0
3302346568,2,10,2,1,1,0
3287705733,2,11,3,2,1,0
3330081688,2,0,0,0,0,0
3324424920,2,10,3,2,3,1
3323999361,2,8,1,1,3,1
3327700585,2,8,1,1,0,0
3329077236,2,11,3,0,2,1
3328007236,2,8,0,1,3,0
3315688469,2,10,3,0,4,1
3323363479,2,9,2,0,0,1
3318905674,2,8,1,0,2,0
3315913156,2,3,0,0,1,0
3320025615,2,2,0,0,1,0
3307536052,2,3,0,0,2,0
3266926653,2,9,1,0,2,1
3215509559,2,11,3,0,2,0
3331249237,2,2,0,0,0,0
3298173257,2,7,1,1,3,0
3302436744,2,4,0,0,0,1
3325730840,2,4,0,0,1,1
3287187559,2,4,0,0,0,0
3327294256,2,10,2,1,3,0
3221215242,2,10,1,1,2,0
3317165890,2,3,0,0,1,0
3269273940,2,2,0,0,0,0
3309618306,2,9,2,0,2,0
3330126582,2,0,0,0,0,0
3322670849,2,9,1,1,2,0
3291830238,2,0,0,0,0,0
3327837653,2,0,0,0,0,0
3283633181,2,7,1,0,1,0
3328053915,2,7,1,0,1,1
3318097138,2,10,2,0,2,1
3326576604,2,1,0,0,0,0
3318877157,2,3,0,0,1,0
3322615253,2,9,2,1,3,0
3329969140,2,11,4,0,3,0
3327494375,2,5,0,0,1,0
3325721197,2,9,1,2,1,0
3329939839,2,10,3,0,3,0
3317576461,2,1,0,0,0,0
3328983065,2,5,0,1,3,0
3231040001,2,9,2,1,2,0
3273729131,2,9,2,0,3,0
3316157810,2,11,3,2,2,0
3244749271,2,1,0,0,0,1
3319960685,2,1,0,0,0,0
3284209940,2,5,1,0,1,0
3330475842,2,3,0,0,2,1
3311675251,2,2,0,0,1,0
3318109788,2,7,1,1,2,0
3294886095,2,11,3,1,2,0
3318108603,2,11,3,1,3,0
3255961585,2,3,0,0,2,1
3275786409,2,1,0,0,1,0
3304311995,2,4,0,0,2,0
3327598193,2,10,4,2,2,1
3282433739,2,9,4,0,3,0
3313191055,2,6,0,0,2,1
3226292043,2,10,2,0,3,0
3330161710,2,11,3,0,2,0
3278008703,2,3,0,0,1,1
3222529935,2,0,0,0,0,0
3326148610,2,6,1,0,4,1
3309612322,2,2,0,0,1,0
3322454614,2,1,0,0,0,0
3329358213,2,0,0,0,0,0
3312059707,2,10,2,2,4,1
3323498241,2,7,1,1,2,1
3326612489,2,4,0,0,1,0
3259019626,2,0,0,0,0,0
3313106109,2,4,0,0,0,0
3326347583,2,3,0,0,0,0
3267031209,2,9,2,1,2,0
3316945562,2,8,1,2,2,1
3241383107,2,3,0,0,0,0
3312123321,2,7,0,1,4,0
3289289711,2,7,1,2,1,1
3328247514,2,0,0,0,0,0
3323889772,2,4,0,0,0,0
3217589928,2,0,0,0,1,0
3303379066,2,6,0,0,0,1
3306465860,2,7,1,1,0,1
3331285796,2,8,4,0,3,0
3327800456,2,11,2,0,2,0
3316406047,2,3,0,0,1,0
3330479402,2,5,1,0,1,0
3292896192,2,6,0,0,2,0
3324242923,2,4,0,0,1,0
3265928411,2,10,2,0,0,0
3253924647,2,4,0,0,1,0
3324443877,2,8,1,0,0,1
3326116719,2,11,3,0,2,0
3301850525,2,11,3,1,4,0
3319546683,2,8,2,1,1,1
3290777532,2,0,0,0,0,0
3327312010,2,11,2,1,3,0
3320051946,2,4,0,0,1,0
3327610337,2,9,1,0,1,0
3324146169,2,9,2,1,3,0
3326043785,2,2,0,0,2,0
3318197991,2,1,0,0,0,0
3330024158,2,1,0,0,0,0
3243082092,2,8,1,0,1,0
3235309758,2,1,0,0,1,0
3320851176,2,1,0,0,0,0
3316322780,2,5,0,0,2,1
3327718396,2,0,0,0,0,0
3299234673,2,6,1,0,3,0
3322602664,2,11,5,1,4,0
3329839288,2,0,0,0,0,0
3302071661,2,0,0,0,0,0
3317787619,2,3,0,0,0,0
3321018109,2,11,4,1,2,1
3223290951,2,4,0,0,1,0
3323370959,2,10,2,0,1,0
3315412105,2,8,1,0,2,0
3325553193,2,10,2,1,2,1
3328141365,2,2,0,0,1,0
3326119237,2,9,2,1,0,0
3325685989,2,4,0,0,2,1
3328235240,2,9,1,0,1,1
3330180113,2,2,0,0,1,0
3289006903,2,0,0,0,0,0
3320850955,2,4,1,0,1,0
3319748319,2,11,4,2,3,1
3234059596,2,10,2,1,1,0
3326193583,2,9,1,0,1,1
3328486695,2,8,1,1,3,0
3329563419,2,1,0,0,0,0
3323362612,2,0,0,0,2,0
3315752037,2,10,2,1,2,0
3249769704,2,2,0,0,1,0
3317912669,2,0,0,0,0,0
3327837624,2,3,0,0,1,0
3326864620,2,1,0,0,0,0
3329803754,2,10,2,2,3,0
3313165082,2,8,1,0,2,0
3329220866,2,2,0,0,0,0
3322768181,2,9,3,0,3,0
3325500090,2,11,3,1,3,0
3299084909,2,1,0,0,0,0
3329051759,2,9,2,0,1,1
3255654178,2,11,2,0,3,0
3315342862,2,4,0,1,2,0
3322868322,2,0,0,0,0,0
3311426192,2,11,7,0,4,1
3262708423,2,0,0,0,0,0
3325085865,2,0,0,0,0,0
3329772214,2,0,0,0,0,0
3308513843,2,11,3,1,2,1
3318267032,2,0,0,0,0,0
3317355528,2,2,0,0,0,0
3329175192,2,4,0,0,2,0
3254912365,2,3,0,0,0,1
3330227276,2,7,1,0,3,0
3327944964,2,6,0,0,2,0
3263249117,2,10,2,0,3,0
3328301867,2,9,3,0,0,1
3313267702,2,0,0,0,0,0
3303898793,2,1,0,0,0,0
3329790366,2,2,0,1,1,0
3327705516,2,10,2,1,3,1
3329107581,2,11,2,1,2,1
3323971976,2,9,1,1,2,1
3247303249,2,1,0,0,2,0
3326384613,2,8,1,0,1,0
3287222169,2,3,0,0,0,0
3330762630,2,2,0,0,1,0
3265050398,2,5,0,0,2,1
3325897581,2,8,2,1,2,0
3331484437,2,9,2,1,1,0
3330499442,2,0,0,0,0,0
3330060912,2,1,0,0,0,0
3324615389,2,7,1,1,1,0
3326576045,2,2,0,0,2,0
3308789298,2,1,0,0,0,0
3329962851,2,5,1,1,2,0
3331346458,2,11,3,1,2,0
3324425197,2,11,4,0,3,0
3320932843,2,11,3,1,2,0
3278312613,2,0,0,0,0,0
3329984316,2,0,0,0,0,0
3321061383,2,1,0,1,0,0
3290597418,2,7,2,0,0,0
3308333708,2,8,1,1,3,1
3321424524,2,0,0,0,0,0
3325512340,2,0,0,0,0,0
3325625745,2,11,2,1,3,0
3326433696,2,3,0,0,1,0
3319603379,2,0,0,0,0,0
3324080760,2,4,0,0,1,1
3325859958,2,3,0,0,1,0
3329876832,2,7,1,0,1,0
3324815704,2,0,0,0,0,0
3315996029,2,7,0,1,1,1
3323947234,2,4,0,0,2,0
3312049555,2,2,0,0,0,1
3327782507,2,9,2,1,2,0
3329025184,2,11,2,1,2,0
3322766054,2,3,0,1,2,0
3328619886,2,2,0,0,0,0
3328762610,2,1,0,0,2,0
3286774755,2,6,0,0,3,0
3324142618,2,8,1,1,2,1
3293433107,2,0,0,0,0,0
3258740107,2,10,3,1,4,1
3325615437,2,3,0,0,2,0
3317106616,2,1,0,0,1,1
3320023966,2,9,3,2,1,0
3324926842,2,5,1,0,1,0
3297135322,2,3,0,0,0,0
3317901558,2,3,0,0,0,0
3330163765,2,8,1,0,1,0
3313456397,2,2,0,0,1,0
3317509002,2,9,1,1,1,0
3290192597,2,7,0,1,2,0
3264783460,2,10,2,0,3,0
3321158112,2,0,0,0,1,0
3258236734,2,11,3,0,3,0
3324407665,2,7,1,1,0,0
3326698770,2,1,0,1,1,0
3294376913,2,7,0,1,2,0
3328784743,2,1,0,0,0,0
3324721341,2,1,0,0,1,0
3324315635,2,11,3,0,1,1
3329361038,2,10,2,1,2,1
3323935317,2,9,2,1,2,0
3320654846,2,6,1,1,1,0
3320983283,2,1,0,0,1,0
